thickness_um,thickness_err_um,foils,mean_exit_energy_MeV,sem_energy_MeV,sys_err_MeV,total_err_MeV
288.0,8.660254037844387,"1 x 25+/-5 µm, 1 x 50+/-5 µm, 0 x 125+/-5 µm, 1 x 200+/-5 µm, 0 x 300+/-5 µm",16.39732803410231,0.002674657167978501,0.129686173520561,0.12971375175119745
313.0,5.0,"0 x 25+/-5 µm, 0 x 50+/-5 µm, 0 x 125+/-5 µm, 0 x 200+/-5 µm, 1 x 300+/-5 µm",16.2411888665998,0.002833158372119976,0.10812435305917845,0.10816146499945063
338.0,7.0710678118654755,"0 x 25+/-5 µm, 0 x 50+/-5 µm, 1 x 125+/-5 µm, 1 x 200+/-5 µm, 0 x 300+/-5 µm",16.08061076228686,0.002851236677081499,0.12200562186559605,0.12203893361300543
363.0,7.0710678118654755,"0 x 25+/-5 µm, 1 x 50+/-5 µm, 0 x 125+/-5 µm, 0 x 200+/-5 µm, 1 x 300+/-5 µm",15.925892306920762,0.002976823913876381,0.12114894684052224,0.12118551399066602
388.0,8.660254037844387,"0 x 25+/-5 µm, 1 x 50+/-5 µm, 1 x 125+/-5 µm, 1 x 200+/-5 µm, 0 x 300+/-5 µm",15.758768059149723,0.004201824286877126,0.12035806359485157,0.12043138627301492
413.0,10.0,"0 x 25+/-5 µm, 0 x 50+/-5 µm, 0 x 125+/-5 µm, 2 x 200+/-5 µm, 0 x 300+/-5 µm",15.596453470411236,0.0032715675072395953,0.1425957522567698,0.1426332770275874
438.0,7.0710678118654755,"0 x 25+/-5 µm, 0 x 50+/-5 µm, 1 x 125+/-5 µm, 0 x 200+/-5 µm, 1 x 300+/-5 µm",15.441801013039116,0.0035908883093858568,0.12862088766298907,0.12867100381230318
463.0,8.660254037844387,"1 x 25+/-5 µm, 0 x 50+/-5 µm, 1 x 125+/-5 µm, 0 x 200+/-5 µm, 1 x 300+/-5 µm",15.277752296890672,0.0035854890848950717,0.14006447342026096,0.14011035809843927
488.0,8.660254037844387,"0 x 25+/-5 µm, 1 x 50+/-5 µm, 1 x 125+/-5 µm, 0 x 200+/-5 µm, 1 x 300+/-5 µm",15.108159047141426,0.0035493467496273486,0.13838458876629822,0.1384300988599176
513.0,7.0710678118654755,"0 x 25+/-5 µm, 0 x 50+/-5 µm, 0 x 125+/-5 µm, 1 x 200+/-5 µm, 1 x 300+/-5 µm",14.941889518555666,0.003481308115588767,0.13033054663991983,0.13037703361273403
538.0,8.660254037844387,"1 x 25+/-5 µm, 0 x 50+/-5 µm, 0 x 125+/-5 µm, 1 x 200+/-5 µm, 1 x 300+/-5 µm",14.770462918756268,0.0035093922928695217,0.1415120310932796,0.1415555395539524
563.0,8.660254037844387,"0 x 25+/-5 µm, 1 x 50+/-5 µm, 0 x 125+/-5 µm, 1 x 200+/-5 µm, 1 x 300+/-5 µm",14.611536429287863,0.003906784594570896,0.1429363971581754,0.14298977795083126
588.0,10.0,"1 x 25+/-5 µm, 1 x 50+/-5 µm, 0 x 125+/-5 µm, 1 x 200+/-5 µm, 1 x 300+/-5 µm",14.432342643794149,0.0037461442479937435,0.15398703863396257,0.1540325993547608
613.0,10.0,"0 x 25+/-5 µm, 0 x 50+/-5 µm, 0 x 125+/-5 µm, 0 x 200+/-5 µm, 2 x 300+/-5 µm",14.264345898520082,0.0042127053929292635,0.1556167557600423,0.15567376644768466
638.0,8.660254037844387,"0 x 25+/-5 µm, 0 x 50+/-5 µm, 1 x 125+/-5 µm, 1 x 200+/-5 µm, 1 x 300+/-5 µm",14.083640531349628,0.004361699095364244,0.14407934296134872,0.14414534847567037
663.0,10.0,"1 x 25+/-5 µm, 0 x 50+/-5 µm, 1 x 125+/-5 µm, 1 x 200+/-5 µm, 1 x 300+/-5 µm",13.909192352941178,0.004335380599776647,0.1524140921913304,0.15247573913069673
688.0,10.0,"0 x 25+/-5 µm, 1 x 50+/-5 µm, 1 x 125+/-5 µm, 1 x 200+/-5 µm, 1 x 300+/-5 µm",13.730450778923254,0.004568411573826068,0.15645922373874033,0.1565259054509415
713.0,11.180339887498949,"0 x 25+/-5 µm, 0 x 50+/-5 µm, 0 x 125+/-5 µm, 2 x 200+/-5 µm, 1 x 300+/-5 µm",13.55398411837238,0.004771174547106539,0.1685815137067932,0.16864901680778532
738.0,11.180339887498949,"0 x 25+/-5 µm, 0 x 50+/-5 µm, 1 x 125+/-5 µm, 0 x 200+/-5 µm, 2 x 300+/-5 µm",13.37559241813602,0.005018635896811188,0.17642708384710115,0.17649844934462405
763.0,12.24744871391589,"0 x 25+/-5 µm, 0 x 50+/-5 µm, 2 x 125+/-5 µm, 1 x 200+/-5 µm, 1 x 300+/-5 µm",13.190266383526383,0.005364167092568888,0.18136640371214963,0.18144571277402902
788.0,12.24744871391589,"0 x 25+/-5 µm, 1 x 50+/-5 µm, 1 x 125+/-5 µm, 0 x 200+/-5 µm, 2 x 300+/-5 µm",13.006160953002611,0.005084571160992835,0.18199375888332803,0.18206477181589564
813.0,11.180339887498949,"0 x 25+/-5 µm, 0 x 50+/-5 µm, 0 x 125+/-5 µm, 1 x 200+/-5 µm, 2 x 300+/-5 µm",12.81062130376344,0.005429179869461931,0.1797750269516145,0.17985698849227041
838.0,12.24744871391589,"0 x 25+/-5 µm, 0 x 50+/-5 µm, 1 x 125+/-5 µm, 2 x 200+/-5 µm, 1 x 300+/-5 µm",12.617583645116918,0.005792315944583851,0.18951833034614562,0.18960682598786538
863.0,12.24744871391589,"0 x 25+/-5 µm, 1 x 50+/-5 µm, 0 x 125+/-5 µm, 1 x 200+/-5 µm, 2 x 300+/-5 µm",12.429187812499999,0.005909734898614161,0.189599835595903,0.18969191502160904
888.0,13.228756555322953,"0 x 25+/-5 µm, 1 x 50+/-5 µm, 1 x 125+/-5 µm, 2 x 200+/-5 µm, 1 x 300+/-5 µm",12.227980058224162,0.006193523405148176,0.19349061467206763,0.19358971485681947
913.0,14.142135623730951,"1 x 25+/-5 µm, 1 x 50+/-5 µm, 1 x 125+/-5 µm, 2 x 200+/-5 µm, 1 x 300+/-5 µm",12.038414342507645,0.006410800379806533,0.21106100052962073,0.21115833941872694
938.0,12.24744871391589,"0 x 25+/-5 µm, 0 x 50+/-5 µm, 1 x 125+/-5 µm, 1 x 200+/-5 µm, 2 x 300+/-5 µm",11.837524392523365,0.007070534939039256,0.1972001347834027,0.19732684972632683
963.0,13.228756555322953,"1 x 25+/-5 µm, 0 x 50+/-5 µm, 1 x 125+/-5 µm, 1 x 200+/-5 µm, 2 x 300+/-5 µm",11.652161561181433,0.008386261074491018,0.21004745496442467,0.21021480136241963
988.0,13.228756555322953,"0 x 25+/-5 µm, 1 x 50+/-5 µm, 1 x 125+/-5 µm, 1 x 200+/-5 µm, 2 x 300+/-5 µm",11.451295102880659,0.01370337845799414,0.21953327981665183,0.21996054993616326
1013.0,14.142135623730951,"0 x 25+/-5 µm, 0 x 50+/-5 µm, 0 x 125+/-5 µm, 2 x 200+/-5 µm, 2 x 300+/-5 µm",11.217704069565217,0.007515964340570248,0.22928044660526847,0.22940360266456167
1038.0,15.0,"1 x 25+/-5 µm, 0 x 50+/-5 µm, 0 x 125+/-5 µm, 2 x 200+/-5 µm, 2 x 300+/-5 µm",10.973846988141135,0.020625929593683874,0.23442593508125054,0.23533157036471392
1063.0,15.0,"0 x 25+/-5 µm, 0 x 50+/-5 µm, 2 x 125+/-5 µm, 1 x 200+/-5 µm, 2 x 300+/-5 µm",10.789025026362037,0.007894168825157402,0.22987029568054584,0.23000580587824662
1088.0,15.811388300841896,"1 x 25+/-5 µm, 0 x 50+/-5 µm, 2 x 125+/-5 µm, 1 x 200+/-5 µm, 2 x 300+/-5 µm",10.567421956124315,0.007982501793355603,0.24246047034436646,0.2425918383097262
1113.0,15.811388300841896,"0 x 25+/-5 µm, 0 x 50+/-5 µm, 0 x 125+/-5 µm, 1 x 200+/-5 µm, 3 x 300+/-5 µm",10.331777110261195,0.021262063946567565,0.23563693210484526,0.23659425000420314
1138.0,15.0,"0 x 25+/-5 µm, 0 x 50+/-5 µm, 1 x 125+/-5 µm, 2 x 200+/-5 µm, 2 x 300+/-5 µm",10.117739164122137,0.014781091369865489,0.25698495647638175,0.25740969002205827
1163.0,15.811388300841896,"1 x 25+/-5 µm, 0 x 50+/-5 µm, 1 x 125+/-5 µm, 2 x 200+/-5 µm, 2 x 300+/-5 µm",9.90882332938856,0.009732083430078385,0.24635823594446737,0.24655038808641097
1188.0,15.811388300841896,"0 x 25+/-5 µm, 1 x 50+/-5 µm, 1 x 125+/-5 µm, 2 x 200+/-5 µm, 2 x 300+/-5 µm",9.668219878350515,0.014005452018485404,0.25837335627313696,0.2587526693931629
1213.0,16.583123951777,"1 x 25+/-5 µm, 1 x 50+/-5 µm, 1 x 125+/-5 µm, 2 x 200+/-5 µm, 2 x 300+/-5 µm",9.418445474226806,0.01059244693308795,0.27398114701888154,0.2741858290536042
1238.0,16.583123951777,"0 x 25+/-5 µm, 0 x 50+/-5 µm, 1 x 125+/-5 µm, 1 x 200+/-5 µm, 3 x 300+/-5 µm",9.168531709401709,0.010079134865573523,0.27680580160330326,0.27698924304182954
1263.0,17.320508075688775,"0 x 25+/-5 µm, 0 x 50+/-5 µm, 2 x 125+/-5 µm, 2 x 200+/-5 µm, 2 x 300+/-5 µm",8.934466093126385,0.010848353925527195,0.2917499450397072,0.2919515665543956
1288.0,17.320508075688775,"0 x 25+/-5 µm, 1 x 50+/-5 µm, 1 x 125+/-5 µm, 1 x 200+/-5 µm, 3 x 300+/-5 µm",8.681513386363637,0.011224762000395485,0.30716281493250985,0.3073678417779401
1313.0,18.027756377319946,"0 x 25+/-5 µm, 0 x 50+/-5 µm, 0 x 125+/-5 µm, 2 x 200+/-5 µm, 3 x 300+/-5 µm",8.440373736596737,0.011299764409163929,0.31051050085319254,0.3107160372684408
1338.0,18.708286933869708,"0 x 25+/-5 µm, 0 x 50+/-5 µm, 1 x 125+/-5 µm, 3 x 200+/-5 µm, 2 x 300+/-5 µm",8.170556623786407,0.012583340752486561,0.33328055832513037,0.3335180220347977
1363.0,18.708286933869708,"0 x 25+/-5 µm, 0 x 50+/-5 µm, 2 x 125+/-5 µm, 1 x 200+/-5 µm, 3 x 300+/-5 µm",7.8762580849514565,0.012838389239750784,0.3437904037561115,0.34403003641115626
1388.0,19.364916731037084,"0 x 25+/-5 µm, 1 x 50+/-5 µm, 1 x 125+/-5 µm, 3 x 200+/-5 µm, 2 x 300+/-5 µm",7.601327372750643,0.013557132720963498,0.3675038407429039,0.3677538154912869
1413.0,19.364916731037084,"0 x 25+/-5 µm, 1 x 50+/-5 µm, 2 x 125+/-5 µm, 1 x 200+/-5 µm, 3 x 300+/-5 µm",7.323906769999999,0.014329048234679079,0.3938374264223943,0.3940980082090324
1438.0,18.708286933869708,"0 x 25+/-5 µm, 0 x 50+/-5 µm, 1 x 125+/-5 µm, 2 x 200+/-5 µm, 3 x 300+/-5 µm",6.988441077336802,0.023188751543999568,0.36095407785980926,0.3616981677058851
1463.0,19.364916731037084,"1 x 25+/-5 µm, 0 x 50+/-5 µm, 1 x 125+/-5 µm, 2 x 200+/-5 µm, 3 x 300+/-5 µm",6.727070301075268,0.01647690548997358,0.38820419703703735,0.3885537118748146
1488.0,19.364916731037084,"0 x 25+/-5 µm, 1 x 50+/-5 µm, 1 x 125+/-5 µm, 2 x 200+/-5 µm, 3 x 300+/-5 µm",6.388428986376022,0.016108618355058765,0.41295528516153457,0.4132693493693348
1513.0,20.0,"1 x 25+/-5 µm, 1 x 50+/-5 µm, 1 x 125+/-5 µm, 2 x 200+/-5 µm, 3 x 300+/-5 µm",6.067657017441861,0.017751608842311705,0.43219233090609555,0.4325567367531506
1538.0,21.213203435596427,"0 x 25+/-5 µm, 2 x 50+/-5 µm, 1 x 125+/-5 µm, 2 x 200+/-5 µm, 3 x 300+/-5 µm",5.772655292899408,0.018340094061416533,0.5042920695881596,0.5046254556596316
1563.0,20.615528128088304,"0 x 25+/-5 µm, 0 x 50+/-5 µm, 2 x 125+/-5 µm, 2 x 200+/-5 µm, 3 x 300+/-5 µm",5.362210939939939,0.021152660637333447,0.4768583636296819,0.4773272818681289
1588.0,21.213203435596427,"1 x 25+/-5 µm, 0 x 50+/-5 µm, 2 x 125+/-5 µm, 2 x 200+/-5 µm, 3 x 300+/-5 µm",4.9755009503105585,0.02120464004423003,0.5164780171335477,0.5169131251396181
1613.0,21.213203435596427,"0 x 25+/-5 µm, 1 x 50+/-5 µm, 2 x 125+/-5 µm, 2 x 200+/-5 µm, 3 x 300+/-5 µm",4.571683321311475,0.021865618310995386,0.5600994769901049,0.5605261183822848
1638.0,21.79449471770337,"0 x 25+/-5 µm, 0 x 50+/-5 µm, 1 x 125+/-5 µm, 3 x 200+/-5 µm, 3 x 300+/-5 µm",4.135146354948805,0.025995928437866245,0.6199998177307346,0.62054456913383
1663.0,22.360679774997898,"1 x 25+/-5 µm, 0 x 50+/-5 µm, 1 x 125+/-5 µm, 3 x 200+/-5 µm, 3 x 300+/-5 µm",3.681199583617747,0.028398099742439162,0.6762353231297613,0.6768313411163775
1688.0,22.360679774997898,"0 x 25+/-5 µm, 1 x 50+/-5 µm, 1 x 125+/-5 µm, 3 x 200+/-5 µm, 3 x 300+/-5 µm",3.2133889627659578,0.032381701955300796,0.750559264566159,0.7512574686800894
1713.0,22.9128784747792,"1 x 25+/-5 µm, 1 x 50+/-5 µm, 1 x 125+/-5 µm, 3 x 200+/-5 µm, 3 x 300+/-5 µm",2.5432877996309964,0.03929925333895269,0.9005822015335782,0.9014392564294421
1738.0,23.979157616563597,"0 x 25+/-5 µm, 1 x 50+/-5 µm, 3 x 125+/-5 µm, 2 x 200+/-5 µm, 3 x 300+/-5 µm",1.9090472074074074,0.04934065515902723,0.7575853475266424,0.7591903970932362
1763.0,23.45207879911715,"0 x 25+/-5 µm, 0 x 50+/-5 µm, 2 x 125+/-5 µm, 3 x 200+/-5 µm, 3 x 300+/-5 µm",1.437469568121547,0.048433515694747936,0.6973767182752648,0.6990565732721005
1788.0,23.979157616563597,"1 x 25+/-5 µm, 0 x 50+/-5 µm, 2 x 125+/-5 µm, 3 x 200+/-5 µm, 3 x 300+/-5 µm",1.0941753279365078,0.07655993954616284,0.5755106235816814,0.5805806595113963
1813.0,23.979157616563597,"0 x 25+/-5 µm, 1 x 50+/-5 µm, 2 x 125+/-5 µm, 3 x 200+/-5 µm, 3 x 300+/-5 µm",0.7620538250000001,0.1616765222468609,,
1838.0,24.49489742783178,"1 x 25+/-5 µm, 1 x 50+/-5 µm, 2 x 125+/-5 µm, 3 x 200+/-5 µm, 3 x 300+/-5 µm",0.1891095,,,
1863.0,25.495097567963924,"0 x 25+/-5 µm, 2 x 50+/-5 µm, 2 x 125+/-5 µm, 3 x 200+/-5 µm, 3 x 300+/-5 µm",,,,
1888.0,25.98076211353316,"0 x 25+/-5 µm, 0 x 50+/-5 µm, 3 x 125+/-5 µm, 3 x 200+/-5 µm, 3 x 300+/-5 µm",,,,
1913.0,26.457513110645905,"1 x 25+/-5 µm, 0 x 50+/-5 µm, 3 x 125+/-5 µm, 3 x 200+/-5 µm, 3 x 300+/-5 µm",,,,
1938.0,26.457513110645905,"0 x 25+/-5 µm, 1 x 50+/-5 µm, 3 x 125+/-5 µm, 3 x 200+/-5 µm, 3 x 300+/-5 µm",,,,
1963.0,26.92582403567252,"1 x 25+/-5 µm, 1 x 50+/-5 µm, 3 x 125+/-5 µm, 3 x 200+/-5 µm, 3 x 300+/-5 µm",,,,
1988.0,27.83882181415011,"0 x 25+/-5 µm, 2 x 50+/-5 µm, 3 x 125+/-5 µm, 3 x 200+/-5 µm, 3 x 300+/-5 µm",,,,
2013.0,28.284271247461902,"1 x 25+/-5 µm, 2 x 50+/-5 µm, 3 x 125+/-5 µm, 3 x 200+/-5 µm, 3 x 300+/-5 µm",,,,
2038.0,29.58039891549808,"2 x 25+/-5 µm, 2 x 50+/-5 µm, 3 x 125+/-5 µm, 3 x 200+/-5 µm, 3 x 300+/-5 µm",,,,
2063.0,30.4138126514911,"1 x 25+/-5 µm, 3 x 50+/-5 µm, 3 x 125+/-5 µm, 3 x 200+/-5 µm, 3 x 300+/-5 µm",,,,
2088.0,31.622776601683793,"2 x 25+/-5 µm, 3 x 50+/-5 µm, 3 x 125+/-5 µm, 3 x 200+/-5 µm, 3 x 300+/-5 µm",,,,
2113.0,33.54101966249684,"3 x 25+/-5 µm, 3 x 50+/-5 µm, 3 x 125+/-5 µm, 3 x 200+/-5 µm, 3 x 300+/-5 µm",,,,
