============================== SRIM-2013.00 ==============================
==============================================================================
=================  TRANSMIT.txt : File of Transmitted Ions  ==================
=  This file tabulates the kinetics of ions or atoms leaving the target.     =
=  Column #1: S= Sputtered Atom, B= Backscattered Ion, T= Transmitted Ion.   =
=  Col.#2: Ion Number, Col.#3: Z of atom leaving, Col.#4: Atom energy (eV).  =
=  Col.#5-7: Last location:  X= Depth into target, Y,Z= Transverse axes.     =
=  Col.#8-10: Cosines of final trajectory.                                   =
= *** This data file is in the same format as TRIM.DAT (see manual for uses).=
====== TRIM Calc.=  H(18.1 MeV) ==> Layer 1( 1.51 mm) ========================
 Ion  Atom   Energy        Depth       Lateral-Position        Atom Direction      
 Numb Numb    (eV)          X(A)        Y(A)       Z(A)      Cos(X)  Cos(Y) Cos(Z) 
T34715  1 .5953865E+07   1513000E+01 -.7028E+05 -.1619E+06   .9987232 -.0308781 -.0399813
T34716  1 .6282402E+07   1513000E+01 -.3560E+06 -.6128E+05   .9931070 -.1104634 -.0391955
T34717  1 .6010221E+07   1513000E+01 -.8147E+06  .5119E+06   .9859810 -.1527110  .0672377
T34718  1 .6285350E+07   1513000E+01  .2546E+06  .5971E+06   .9962412  .0426109  .0754174
T34719  1 .5882530E+07   1513000E+01 -.6093E+06 -.3645E+06   .9915870 -.0970320 -.0856740
T34720  1 .6205815E+07   1513000E+01  .2286E+06  .3194E+06   .9993122 -.0131863  .0346602
T34721  1 .5714947E+07   1513000E+01  .6109E+06 -.1430E+07   .9896316  .0798620 -.1193789
T34722  1 .6031087E+07   1513000E+01  .5198E+06  .1874E+06   .9995449  .0295275 -.0061661
T34723  1 .6137406E+07   1513000E+01  .3188E+06 -.6230E+05   .9950579  .0363430 -.0924065
T34724  1 .5788219E+07   1513000E+01 -.4797E+05 -.1158E+06   .9981158 -.0316547 -.0525620
T34725  1 .6572350E+07   1513000E+01  .2624E+06  .5777E+06   .9937511  .0563833  .0963311
T34726  1 .6029549E+07   1513000E+01  .5316E+05  .4185E+06   .9983255 -.0553893  .0166790
T34727  1 .5788230E+07   1513000E+01  .3007E+06 -.2889E+06   .9990419  .0408786 -.0156300
T34728  1 .6007332E+07   1513000E+01  .6836E+05  .2908E+05   .9964986 -.0473756 -.0688919
T34729  1 .6104565E+07   1513000E+01  .7345E+04 -.1723E+04   .9996169 -.0230393  .0153405
T34730  1 .6141313E+07   1513000E+01  .1159E+05 -.3524E+06   .9985510 -.0134326 -.0521103
T34731  1 .5313475E+07   1513000E+01 -.9771E+05  .1421E+06   .9971503  .0363755  .0660913
T34732  1 .6149678E+07   1513000E+01  .2688E+06  .3319E+06   .9952666  .0926473  .0293413
T34733  1 .6321847E+07   1513000E+01  .4894E+06  .2096E+05   .9965057  .0669365  .0499588
T34734  1 .6017787E+07   1513000E+01 -.1573E+06  .3630E+06   .9988514  .0285646  .0384703
T34735  1 .5967861E+07   1513000E+01 -.3415E+06  .3236E+06   .9979533 -.0636032 -.0066173
T34736  1 .6132422E+07   1513000E+01  .1562E+06  .4259E+05   .9990459 -.0038957  .0434990
T34737  1 .6086256E+07   1513000E+01  .2445E+06  .1355E+05   .9938588 -.0806273  .0757883
T34738  1 .6450877E+07   1513000E+01 -.3599E+06  .6600E+06   .9967720  .0414977  .0687281
T34739  1 .5887635E+07   1513000E+01 -.2805E+06  .4421E+06   .9944359  .0110143  .1047656
T34740  1 .6005223E+07   1513000E+01  .1811E+06 -.8580E+05   .9977878  .0651141  .0134020
T34741  1 .6359209E+07   1513000E+01 -.2967E+05 -.4569E+05   .9951963 -.0836435 -.0508743
T34742  1 .5995858E+07   1513000E+01  .7701E+06 -.1434E+06   .9967862  .0571661  .0561179
T34743  1 .6211256E+07   1513000E+01 -.8653E+05 -.6739E+06   .9922854  .0538938 -.1116470
T34744  1 .5627315E+07   1513000E+01 -.3038E+06  .3539E+05   .9974891 -.0703270  .0083383
T34745  1 .6352240E+07   1513000E+01 -.5219E+04 -.1225E+06   .9996911  .0191960 -.0157860
T34746  1 .5791811E+07   1513000E+01  .4739E+06  .2352E+06   .9987040  .0387068  .0330480
T34747  1 .5824563E+07   1513000E+01 -.7436E+06  .2876E+06   .9816744 -.0739649  .1756260
T34748  1 .6194163E+07   1513000E+01  .3830E+05 -.2707E+05   .9990575 -.0117775 -.0417780
T34749  1 .5845315E+07   1513000E+01 -.5695E+06 -.1901E+06   .9982259 -.0539777 -.0251270
T34750  1 .6175579E+07   1513000E+01 -.1316E+06  .8416E+05   .9999241  .0112158  .0051057
T34751  1 .5674270E+07   1513000E+01 -.1384E+06  .4638E+06   .9971118 -.0732982 -.0198874
T34752  1 .6460238E+07   1513000E+01 -.5493E+06  .6771E+05   .9944660 -.1023325  .0237795
T34753  1 .5681222E+07   1513000E+01 -.2000E+05  .1157E+05   .9998260 -.0117571  .0144830
T34754  1 .6146303E+07   1513000E+01 -.2211E+06 -.8206E+06   .9966769 -.0014397 -.0814435
T34755  1 .6173451E+07   1513000E+01 -.3834E+06 -.1036E+06   .9982707 -.0587810  .0006288
T34756  1 .6081805E+07   1513000E+01 -.6745E+05 -.8164E+06   .9978114 -.0392516 -.0532132
T34757  1 .6266133E+07   1513000E+01  .8501E+05  .5057E+06   .9973120 -.0247629  .0689603
T34758  1 .6463979E+07   1513000E+01  .1264E+06 -.1448E+06   .9999710 -.0062614 -.0043335
T34759  1 .6182664E+07   1513000E+01 -.5224E+06 -.3439E+06   .9895480 -.1424212 -.0226037
T34760  1 .6032201E+07   1513000E+01  .1812E+05  .4518E+06   .9956595  .0615115  .0698464
T34761  1 .6718647E+07   1513000E+01 -.2896E+06 -.3606E+06   .9888585 -.0031535 -.1488251
T34762  1 .6381715E+07   1513000E+01 -.1558E+06  .1631E+06   .9996345 -.0131540  .0236199
T34763  1 .5553048E+07   1513000E+01  .3859E+06  .3636E+05   .9971539 -.0024021  .0753548
T34764  1 .5851129E+07   1513000E+01  .7729E+05  .9532E+04   .9985449  .0045668 -.0537337
T34765  1 .5781591E+07   1513000E+01 -.2762E+06  .1121E+06   .9978217 -.0601601  .0270653
T34766  1 .5918658E+07   1513000E+01 -.5255E+05  .4224E+06   .9986576 -.0123836  .0502961
T34767  1 .6104562E+07   1513000E+01  .2109E+06 -.1055E+06   .9998019 -.0068201  .0186969
T34768  1 .5540652E+07   1513000E+01 -.1771E+06  .3171E+05   .9980203 -.0623263  .0084191
T34769  1 .6215769E+07   1513000E+01  .3494E+06 -.2929E+05   .9985648  .0502182  .0186118
T34770  1 .6238010E+07   1513000E+01 -.8812E+05 -.2261E+06   .9980796 -.0064760 -.0616052
T34771  1 .6312937E+07   1513000E+01 -.8556E+06  .8712E+06   .9893642 -.0954702  .1097448
T34772  1 .6586632E+07   1513000E+01  .9037E+05 -.4785E+04   .9985013  .0542801  .0069810
T34773  1 .5436575E+07   1513000E+01  .3603E+06  .3775E+06   .9986193  .0522792  .0051287
T34774  1 .6157300E+07   1513000E+01 -.1302E+06  .1276E+06   .9990154  .0099164  .0432420
T34775  1 .6074798E+07   1513000E+01  .4131E+06  .5865E+06   .9944377  .0451107  .0951776
T34776  1 .6199571E+07   1513000E+01 -.1567E+06  .2137E+06   .9994442  .0283758 -.0174961
T34777  1 .5977126E+07   1513000E+01 -.2272E+06 -.2919E+06   .9992925 -.0280060  .0251013
T34778  1 .6329208E+07   1513000E+01 -.3653E+06  .4370E+06   .9983897 -.0491098  .0283954
T34779  1 .5569063E+07   1513000E+01  .2961E+05  .3438E+06   .9986168  .0275528  .0447816
T34780  1 .6522601E+07   1513000E+01 -.1084E+05  .1488E+06   .9997519  .0056457  .0215451
T34781  1 .5572686E+07   1513000E+01  .3114E+06  .2465E+06   .9979415  .0639719  .0045050
T34782  1 .5565158E+07   1513000E+01 -.4430E+06  .9251E+05   .9975545 -.0693369 -.0087945
T34783  1 .5849375E+07   1513000E+01  .4104E+06 -.2235E+05   .9990367  .0436833 -.0041667
T34784  1 .5542700E+07   1513000E+01 -.9260E+06  .3968E+06   .9965188 -.0752664 -.0358493
T34785  1 .5884594E+07   1513000E+01 -.1728E+06 -.9440E+05   .9994761  .0172105  .0274121
T34786  1 .6027372E+07   1513000E+01  .2432E+06  .4289E+06   .9972413  .0047414  .0740762
T34787  1 .5648024E+07   1513000E+01 -.9144E+04 -.3445E+06   .9990220 -.0073091 -.0436084
T34788  1 .6572946E+07   1513000E+01 -.3701E+05  .3523E+06   .9980144  .0197338  .0598144
T34789  1 .6653015E+07   1513000E+01  .1315E+06  .2786E+06   .9992936 -.0063104  .0370480
T34790  1 .6223425E+07   1513000E+01  .9498E+06 -.8212E+05   .9922428  .1234455 -.0146770
T34791  1 .6161040E+07   1513000E+01 -.1980E+05 -.1973E+06   .9997078  .0045431  .0237410
T34792  1 .5561494E+07   1513000E+01 -.3473E+06  .5801E+05   .9995836 -.0255498  .0134111
T34793  1 .6380411E+07   1513000E+01 -.1750E+06 -.4915E+06   .9666974  .1634742 -.1969066
T34794  1 .6092244E+07   1513000E+01  .5334E+06  .6242E+05   .9975468  .0692527  .0102225
T34795  1 .6051156E+07   1513000E+01 -.6932E+06  .3478E+06   .9950065 -.0172481  .0983087
T34796  1 .5822581E+07   1513000E+01  .3284E+06  .9179E+05   .9997835 -.0003851  .0208031
T34797  1 .6088860E+07   1513000E+01 -.9389E+05  .1861E+05   .9992742 -.0121600 -.0360987
T34798  1 .5707103E+07   1513000E+01 -.4089E+05 -.4070E+05   .9992094 -.0268430 -.0293251
T34799  1 .5812126E+07   1513000E+01 -.3360E+06  .4190E+06   .9947835 -.0208893  .0998471
T34800  1 .6001068E+07   1513000E+01 -.2429E+06 -.3141E+05   .9975905 -.0325827 -.0612498
T34801  1 .5915293E+07   1513000E+01  .3839E+06 -.4059E+06   .9977796  .0340154 -.0572618
T34802  1 .6176399E+07   1513000E+01 -.3163E+06 -.1779E+06   .9965547 -.0827726 -.0052451
T34803  1 .6660218E+07   1513000E+01 -.1213E+06 -.4718E+06   .9979055  .0038910 -.0645713
T34804  1 .5486263E+07   1513000E+01 -.4496E+06 -.9199E+06   .9916477 -.0507534 -.1185707
T34805  1 .6178072E+07   1513000E+01  .5924E+06  .9093E+06   .9558668  .2181542  .1967925
T34806  1 .6257562E+07   1513000E+01  .2473E+06  .6705E+06   .9906879  .0126036  .1355677
T34807  1 .5778694E+07   1513000E+01 -.1575E+06  .4896E+06   .9988037  .0347551  .0343972
T34808  1 .6021358E+07   1513000E+01 -.1516E+06 -.2731E+06   .9977466 -.0122156 -.0659740
T34809  1 .5740365E+07   1513000E+01 -.2710E+06  .2503E+06   .9999234  .0080034 -.0094398
T34810  1 .6077668E+07   1513000E+01 -.2524E+05 -.1542E+06   .9977700 -.0667437 -.0004815
T34811  1 .6301281E+07   1513000E+01  .7076E+05 -.1526E+06   .9987475 -.0355000  .0352581
T34812  1 .6385691E+07   1513000E+01  .1795E+06 -.2767E+06   .9994032  .0069833 -.0338291
T34813  1 .6783641E+07   1513000E+01 -.6979E+06  .3439E+06   .9951246 -.0965396  .0201769
T34814  1 .6021012E+07   1513000E+01  .8036E+05  .6855E+06   .9951508  .0611476  .0770451
T34815  1 .6338818E+07   1513000E+01 -.7482E+05  .2194E+06   .9996084  .0069552  .0271057
T34816  1 .6345912E+07   1513000E+01  .8614E+05  .1127E+06   .9997935 -.0017779  .0202425
T34817  1 .6608577E+07   1513000E+01 -.2712E+06  .2595E+06   .9998402 -.0046694  .0172555
T34818  1 .6312414E+07   1513000E+01 -.1759E+06  .1087E+07   .9953806  .0270775  .0921098
T34819  1 .6200641E+07   1513000E+01  .8153E+05 -.4487E+06   .9992466 -.0071371 -.0381471
T34820  1 .6015656E+07   1513000E+01 -.1840E+06  .5085E+06   .9925036 -.0174732  .1209601
T34821  1 .5912958E+07   1513000E+01 -.4093E+06 -.2309E+06   .9992600 -.0318296 -.0215954
T34822  1 .5882125E+07   1513000E+01 -.1187E+06 -.5189E+06   .9987592 -.0493179  .0069071
T34823  1 .6206653E+07   1513000E+01  .1146E+06  .2793E+06   .9977425 -.0487375 -.0462009
T34824  1 .6350964E+07   1513000E+01  .1991E+06  .1163E+06   .9978076  .0582535  .0314077
T34825  1 .6892433E+07   1513000E+01  .1325E+05  .4833E+06   .9860357  .0197641  .1653572
T34826  1 .6141873E+07   1513000E+01 -.2627E+06  .2369E+06   .9978634 -.0563926  .0329923
T34827  1 .6542262E+07   1513000E+01 -.3188E+06 -.1564E+06   .9971932 -.0747277  .0046455
T34828  1 .6062573E+07   1513000E+01  .2125E+06 -.2426E+06   .9949035  .0390599 -.0929592
T34829  1 .6052242E+07   1513000E+01 -.3470E+06  .1432E+04   .9948552 -.0932586  .0395709
T34830  1 .6192236E+07   1513000E+01 -.2236E+06  .1437E+06   .9996345 -.0228415 -.0144588
T34831  1 .5673812E+07   1513000E+01 -.1694E+07 -.8303E+05   .8109705 -.5768917 -.0975850
T34832  1 .6260705E+07   1513000E+01  .8326E+06  .4982E+05   .9986802  .0283473  .0428285
T34833  1 .5855765E+07   1513000E+01 -.6483E+06  .7048E+05   .9887238 -.0328092  .1461126
T34834  1 .5635694E+07   1513000E+01 -.1305E+06  .5407E+05   .9994481 -.0283380 -.0173340
T34835  1 .5840450E+07   1513000E+01 -.6653E+06 -.1439E+06   .9943135 -.0960993 -.0458874
T34836  1 .6141956E+07   1513000E+01 -.6394E+06 -.1619E+03   .9992179 -.0376215  .0121715
T34837  1 .5883021E+07   1513000E+01  .5785E+06  .1828E+06   .9986399  .0154854 -.0497845
T34838  1 .5912352E+07   1513000E+01 -.2400E+06 -.7073E+06   .9982899  .0026046 -.0583996
T34839  1 .5458154E+07   1513000E+01  .2427E+05  .1015E+06   .9969984 -.0107774 -.0766678
T34840  1 .6092847E+07   1513000E+01  .3323E+06 -.3095E+06   .9952337  .0975101  .0012551
T34841  1 .5449434E+07   1513000E+01  .3381E+06  .3985E+06   .9983961  .0468145  .0318382
T34842  1 .6024508E+07   1513000E+01 -.8460E+06  .3581E+06   .9995512 -.0190939  .0230835
T34843  1 .5987930E+07   1513000E+01  .3207E+06 -.2708E+06   .9990624  .0407501 -.0146174
T34844  1 .6265603E+07   1513000E+01 -.5068E+06  .5942E+06   .9942216 -.0695738  .0817494
T34845  1 .5920542E+07   1513000E+01  .6645E+05 -.2346E+06   .9990285  .0341033 -.0279096
T34846  1 .6040593E+07   1513000E+01  .1351E+06 -.6202E+05   .9996498  .0121839 -.0234930
T34847  1 .6499458E+07   1513000E+01  .6975E+05 -.9009E+06   .9971872  .0320575 -.0677502
T34848  1 .6096896E+07   1513000E+01  .3483E+06 -.2097E+06   .9989538  .0347281  .0297522
T34849  1 .6651391E+07   1513000E+01 -.5841E+05 -.1685E+06   .9985127 -.0229087 -.0494725
T34850  1 .5875197E+07   1513000E+01  .6583E+06 -.6019E+05   .9954803  .0833586  .0455016
T34851  1 .5758076E+07   1513000E+01 -.7294E+05 -.7485E+06   .9981959 -.0590556  .0108322
T34852  1 .5924661E+07   1513000E+01 -.4186E+06 -.3465E+06   .9993635 -.0022725 -.0355996
T34853  1 .6422424E+07   1513000E+01  .3559E+05  .3738E+04   .9999490  .0093337 -.0038624
T34854  1 .6073426E+07   1513000E+01 -.4107E+05  .1242E+06   .9991855  .0119117  .0385557
T34855  1 .6204401E+07   1513000E+01 -.2442E+06 -.1023E+06   .9948107 -.0681448  .0755504
T34856  1 .4946841E+07   1513000E+01 -.1213E+07 -.1123E+07   .9498615 -.1998917  .2404296
T34857  1 .5963662E+07   1513000E+01  .8121E+04  .1196E+05   .9942802 -.0738407 -.0771648
T34858  1 .6533671E+07   1513000E+01 -.2787E+06 -.1781E+06   .9991369 -.0128957 -.0394864
T34859  1 .6062549E+07   1513000E+01 -.1111E+06 -.2867E+06   .9930740 -.0491597 -.1067111
T34860  1 .6504352E+07   1513000E+01  .6114E+04  .6115E+05   .9997424  .0183979 -.0132923
T34861  1 .6204363E+07   1513000E+01  .1320E+06  .3757E+06   .9979647  .0355727  .0529242
T34862  1 .5936555E+07   1513000E+01 -.3633E+06 -.5670E+06   .9987348 -.0278842 -.0418490
T34863  1 .6164938E+07   1513000E+01 -.3819E+06 -.5202E+06   .9977678 -.0255462 -.0616986
T34864  1 .5155790E+07   1513000E+01 -.8790E+06 -.2645E+07   .9555250 -.1734482 -.2385114
T34865  1 .5730288E+07   1513000E+01  .1717E+06 -.6201E+05   .9980181  .0617057  .0123436
T34866  1 .6190197E+07   1513000E+01  .8298E+06  .3682E+05   .9966891  .0797563 -.0158014
T34867  1 .5674982E+07   1513000E+01 -.1073E+06 -.2812E+06   .9980570 -.0418368 -.0461722
T34868  1 .5707452E+07   1513000E+01  .1656E+06 -.7570E+06   .9889447 -.0169427 -.1473135
T34869  1 .6069116E+07   1513000E+01  .3454E+06  .7729E+05   .9996916  .0229987  .0093676
T34870  1 .6103726E+07   1513000E+01  .1216E+06  .1940E+06   .9969285  .0272750  .0734147
T34871  1 .6031957E+07   1513000E+01  .7330E+06 -.3685E+06   .9903523  .1151308 -.0771180
T34872  1 .6372593E+07   1513000E+01 -.3837E+05  .4733E+06   .9998421  .0076381 -.0160457
T34873  1 .6180102E+07   1513000E+01 -.1952E+06 -.3027E+06   .9999138 -.0103955 -.0080202
T34874  1 .6465070E+07   1513000E+01 -.4608E+06 -.1218E+06   .9985458 -.0486147  .0233013
T34875  1 .6622182E+07   1513000E+01  .5155E+06 -.2596E+06   .9943744  .1058314  .0043973
T34876  1 .6150244E+07   1513000E+01 -.3363E+06 -.1332E+06   .9990418 -.0218222 -.0379366
T34877  1 .6245960E+07   1513000E+01  .1702E+06  .2087E+06   .9983826  .0534498  .0193706
T34878  1 .5775570E+07   1513000E+01 -.4507E+06  .2719E+06   .9795183 -.1989842  .0308077
T34879  1 .6115304E+07   1513000E+01 -.5051E+06  .5011E+06   .9994767 -.0290653  .0141990
T34880  1 .6155410E+07   1513000E+01  .1988E+06  .4445E+06   .9976264 -.0306476  .0616620
T34881  1 .5929863E+07   1513000E+01 -.4880E+05  .2832E+06   .9992835 -.0030560  .0377238
T34882  1 .5906114E+07   1513000E+01 -.4881E+06  .8610E+05   .9950436 -.0946651  .0304427
T34883  1 .6154872E+07   1513000E+01 -.1227E+06  .5695E+06   .9991365 -.0230469  .0345693
T34884  1 .6411030E+07   1513000E+01  .3681E+06  .7669E+05   .9997202  .0236523  .0004240
T34885  1 .5940842E+07   1513000E+01  .2509E+06  .1568E+06   .9969175 -.0706370 -.0341466
T34886  1 .6568276E+07   1513000E+01 -.3526E+06 -.1256E+06   .9991661 -.0208218  .0351217
T34887  1 .6735468E+07   1513000E+01 -.2165E+06  .2873E+06   .9971010 -.0499670  .0573831
T34888  1 .6111735E+07   1513000E+01 -.6626E+06 -.9389E+05   .9913131 -.1248614 -.0413275
T34889  1 .5116654E+07   1513000E+01  .1766E+06  .1786E+07   .9947092 -.0355951  .0963672
T34890  1 .5591498E+07   1513000E+01  .9453E+05  .1015E+06   .9992954 -.0150963  .0343614
T34891  1 .6009405E+07   1513000E+01 -.1860E+06  .1705E+05   .9919195 -.1260225  .0146320
T34892  1 .5666803E+07   1513000E+01  .8552E+06 -.2147E+06   .9927665  .1181375 -.0214065
T34893  1 .5918814E+07   1513000E+01  .1047E+06  .3515E+06   .9999417  .0093308  .0054371
T34894  1 .6586482E+07   1513000E+01 -.1367E+06 -.1814E+06   .9973253  .0404153 -.0608998
T34895  1 .5934557E+07   1513000E+01  .5319E+06 -.8397E+05   .9987196  .0502817 -.0055570
T34896  1 .5932322E+07   1513000E+01  .9446E+06  .8038E+05   .9926041  .1213399 -.0037043
T34897  1 .5736671E+07   1513000E+01  .3096E+06  .1146E+06   .9975433  .0549550  .0434422
T34898  1 .6482122E+07   1513000E+01  .2705E+06 -.4221E+06   .9939450 -.0028089 -.1098429
T34899  1 .6536753E+07   1513000E+01 -.1282E+06 -.2127E+06   .9991107 -.0192103 -.0375330
T34900  1 .6135356E+07   1513000E+01 -.1352E+06  .1218E+06   .9990023 -.0195086  .0401715
T34901  1 .6289935E+07   1513000E+01  .2811E+06 -.7167E+05   .9984943  .0506460  .0210726
T34902  1 .5586569E+07   1513000E+01  .2065E+06  .5416E+06   .9998435 -.0097319  .0147751
T34903  1 .6185070E+07   1513000E+01  .5235E+06 -.3734E+06   .9940526  .0924353 -.0575782
T34904  1 .5744746E+07   1513000E+01 -.5357E+06 -.4830E+06   .9920124 -.1004016 -.0763601
T34905  1 .6376610E+07   1513000E+01 -.5600E+06 -.4330E+05   .9952763 -.0872031  .0426696
T34906  1 .6302846E+07   1513000E+01 -.3835E+03 -.1422E+05   .9998123 -.0131952 -.0141846
T34907  1 .5850962E+07   1513000E+01 -.2486E+05 -.1882E+05   .9999349  .0017648 -.0112730
T34908  1 .5508757E+07   1513000E+01 -.1123E+06 -.2489E+05   .9999376 -.0074785  .0083010
T34909  1 .5625232E+07   1513000E+01 -.7190E+05  .3902E+06   .9990341 -.0394815  .0192902
T34910  1 .5807871E+07   1513000E+01  .3104E+06 -.4953E+06   .9965642  .0509847 -.0652707
T34911  1 .6174643E+07   1513000E+01 -.5374E+06  .1625E+06   .9985514 -.0162091  .0513059
T34912  1 .6259338E+07   1513000E+01  .4958E+06 -.3508E+05   .9918432  .1074851  .0685129
T34913  1 .5241613E+07   1513000E+01 -.2237E+07 -.1910E+07   .9492127 -.2070807 -.2368813
T34914  1 .6348007E+07   1513000E+01 -.3464E+06 -.1317E+06   .9989313 -.0461822 -.0018416
T34915  1 .6150191E+07   1513000E+01  .1451E+06  .4987E+06   .9977975  .0113573  .0653545
T34916  1 .6459561E+07   1513000E+01 -.3302E+06 -.1632E+06   .9995020 -.0311597  .0049735
T34917  1 .5550306E+07   1513000E+01 -.1238E+06  .3616E+06   .9995876 -.0048292  .0283085
T34918  1 .6154490E+07   1513000E+01  .2445E+05 -.1363E+06   .9990987 -.0172758 -.0387734
T34919  1 .6446957E+07   1513000E+01  .1421E+06  .4540E+06   .9996200  .0153218  .0229133
T34920  1 .6104290E+07   1513000E+01 -.2031E+06 -.5593E+06   .9975105 -.0130114 -.0693079
T34921  1 .6299949E+07   1513000E+01  .4021E+06 -.4053E+06   .9902832  .1370057 -.0238442
T34922  1 .6354574E+07   1513000E+01 -.2790E+06 -.1755E+06   .9973744 -.0519764 -.0504262
T34923  1 .6204561E+07   1513000E+01  .5007E+06  .4578E+06   .9949977  .0814386  .0578566
T34924  1 .6017437E+07   1513000E+01 -.3379E+06  .2039E+06   .9928221 -.1154265  .0313199
T34925  1 .6610488E+07   1513000E+01  .2480E+06  .3722E+06   .9990895  .0247746  .0347332
T34926  1 .6484117E+07   1513000E+01  .1139E+07  .4056E+06   .9831737  .1648471  .0787073
T34927  1 .5875646E+07   1513000E+01  .1451E+06  .3271E+06   .9961339 -.0009076  .0878431
T34928  1 .5739291E+07   1513000E+01  .2515E+06 -.3170E+06   .9988282  .0334228 -.0350007
T34929  1 .5247560E+07   1513000E+01 -.1801E+05 -.1950E+06   .9985247  .0066364 -.0538928
T34930  1 .5634385E+07   1513000E+01 -.5333E+05 -.2144E+06   .9964027  .0623994 -.0573407
T34931  1 .6203184E+07   1513000E+01 -.4556E+06 -.1781E+06   .9987596 -.0328957 -.0373790
T34932  1 .6337527E+07   1513000E+01 -.4959E+05 -.4760E+05   .9982937 -.0532628  .0239316
T34933  1 .6304895E+07   1513000E+01 -.4160E+06  .1914E+06   .9968861 -.0683437  .0393353
T34934  1 .5926300E+07   1513000E+01  .1580E+06 -.2821E+06   .9960144  .0402126 -.0796130
T34935  1 .6053499E+07   1513000E+01  .4378E+06  .7625E+06   .9971726  .0250149  .0708588
T34936  1 .6014265E+07   1513000E+01  .7724E+05  .1004E+05   .9986280  .0448135 -.0270917
T34937  1 .6127065E+07   1513000E+01 -.1211E+06 -.4532E+06   .9967448  .0184341 -.0784858
T34938  1 .6376027E+07   1513000E+01  .6070E+06  .3388E+06   .9951855  .0979706  .0027358
T34939  1 .6420574E+07   1513000E+01  .3900E+06 -.9117E+05   .9939595  .1028830 -.0382048
T34940  1 .6171222E+07   1513000E+01 -.4269E+05 -.7783E+06   .9959505  .0023551 -.0898728
T34941  1 .6307281E+07   1513000E+01  .1992E+05 -.1061E+06   .9980330 -.0396571 -.0485545
T34942  1 .5741670E+07   1513000E+01  .1007E+06 -.2270E+06   .9983121 -.0527650 -.0242647
T34943  1 .6100914E+07   1513000E+01 -.1168E+06 -.4786E+06   .9939031  .0155091 -.1091611
T34944  1 .5818600E+07   1513000E+01 -.7853E+05 -.2450E+05   .9997006 -.0008987  .0244527
T34945  1 .6085537E+07   1513000E+01 -.4171E+05 -.1591E+06   .9815515 -.1862901  .0430432
T34946  1 .6293686E+07   1513000E+01  .1825E+06  .3637E+06   .9972377  .0734664  .0109391
T34947  1 .6286526E+07   1513000E+01 -.3886E+06  .1321E+06   .9994787 -.0310946 -.0086825
T34948  1 .6982030E+07   1513000E+01 -.1378E+06 -.4154E+06   .9949109 -.0856190 -.0531193
T34949  1 .6465452E+07   1513000E+01  .4174E+06 -.1917E+06   .9967302  .0648734 -.0481704
T34950  1 .5844309E+07   1513000E+01  .2867E+06 -.2814E+06   .9985220  .0346146 -.0419005
T34951  1 .5742872E+07   1513000E+01 -.2125E+06  .7941E+06   .9984128 -.0556818  .0084554
T34952  1 .5605713E+07   1513000E+01 -.3104E+06 -.1959E+06   .9957990 -.0877322 -.0262200
T34953  1 .5675801E+07   1513000E+01 -.8929E+06  .1311E+06   .9962219 -.0859128 -.0126881
T34954  1 .5840456E+07   1513000E+01  .5247E+06 -.1082E+06   .9986881  .0490338  .0147592
T34955  1 .6210909E+07   1513000E+01 -.3789E+06 -.4006E+06   .9978812 -.0160200 -.0630600
T34956  1 .5868435E+07   1513000E+01  .7429E+06  .4875E+06   .9848673  .1700846  .0332823
T34957  1 .6215936E+07   1513000E+01 -.1762E+06  .2617E+06   .9994532 -.0293849  .0151595
T34958  1 .6184021E+07   1513000E+01  .2055E+06  .2399E+06   .9986536  .0357641  .0375744
T34959  1 .5829534E+07   1513000E+01 -.9404E+06  .5055E+06   .9964840 -.0316251  .0775860
T34960  1 .5803208E+07   1513000E+01 -.2930E+06  .1463E+06   .9995200 -.0250823  .0181819
T34961  1 .6600096E+07   1513000E+01  .3239E+06 -.1127E+06   .9991979  .0398599  .0038469
T34962  1 .5923099E+07   1513000E+01 -.6148E+05 -.4002E+06   .9995422 -.0202267 -.0225024
T34963  1 .6509786E+07   1513000E+01  .6159E+06  .4793E+05   .9951967  .0906270  .0370159
T34964  1 .6375123E+07   1513000E+01 -.1911E+06  .1602E+06   .9993785  .0176441 -.0305169
T34965  1 .6311711E+07   1513000E+01  .3553E+06 -.4602E+06   .9985965  .0229418 -.0477357
T34966  1 .6609674E+07   1513000E+01  .1957E+06 -.4166E+06   .9981548  .0205004 -.0571560
T34967  1 .6037357E+07   1513000E+01  .1535E+06 -.1598E+05   .9992513 -.0307951 -.0234209
T34968  1 .5796382E+07   1513000E+01  .1414E+05 -.3789E+06   .9991478 -.0390682 -.0133190
T34969  1 .5703919E+07   1513000E+01 -.1628E+06 -.1808E+06   .9999968  .0025471 -.0000930
T34970  1 .6375877E+07   1513000E+01  .2062E+06 -.2791E+06   .9987998  .0178059 -.0456278
T34971  1 .5526748E+07   1513000E+01  .9734E+05 -.6814E+05   .9998954  .0058349  .0132324
T34972  1 .6022148E+07   1513000E+01 -.1750E+06 -.1414E+06   .9996853  .0019829  .0250054
T34973  1 .6404855E+07   1513000E+01 -.8223E+05 -.8750E+04   .9995838 -.0168018  .0234490
T34974  1 .5776859E+07   1513000E+01 -.1145E+07 -.1148E+06   .9918648 -.1267223 -.0120700
T34975  1 .6617621E+07   1513000E+01  .1337E+06 -.3980E+05   .9997976  .0201070  .0006367
