============================== SRIM-2013.00 ==============================
==============================================================================
=================  TRANSMIT.txt : File of Transmitted Ions  ==================
=  This file tabulates the kinetics of ions or atoms leaving the target.     =
=  Column #1: S= Sputtered Atom, B= Backscattered Ion, T= Transmitted Ion.   =
=  Col.#2: Ion Number, Col.#3: Z of atom leaving, Col.#4: Atom energy (eV).  =
=  Col.#5-7: Last location:  X= Depth into target, Y,Z= Transverse axes.     =
=  Col.#8-10: Cosines of final trajectory.                                   =
= *** This data file is in the same format as TRIM.DAT (see manual for uses).=
====== TRIM Calc.=  H(18.1 MeV) ==> Layer 1( 1.51 mm) ========================
 Ion  Atom   Energy        Depth       Lateral-Position        Atom Direction      
 Numb Numb    (eV)          X(A)        Y(A)       Z(A)      Cos(X)  Cos(Y) Cos(Z) 
T26435  1 .6157621E+07   1513000E+01 -.1244E+06 -.1536E+05   .9999129  .0079548 -.0105277
T26436  1 .6352841E+07   1513000E+01  .9959E+05 -.2577E+06   .9992982  .0374307 -.0014226
T26437  1 .5834580E+07   1513000E+01 -.3255E+06  .5138E+06   .9949963 -.0256985  .0965506
T26438  1 .5826042E+07   1513000E+01 -.2704E+06 -.5316E+06   .9981889 -.0196635 -.0568533
T26439  1 .6150045E+07   1513000E+01 -.1475E+06 -.3673E+05   .9976623 -.0611851 -.0304360
T26440  1 .6132898E+07   1513000E+01  .3618E+06 -.4307E+06   .9985219  .0344790 -.0420141
T26441  1 .6325285E+07   1513000E+01  .4639E+06 -.2020E+06   .9986881  .0355456 -.0368587
T26442  1 .5652684E+07   1513000E+01  .2546E+06 -.1676E+06   .9938016  .1081513  .0257238
T26443  1 .5892198E+07   1513000E+01 -.3836E+06 -.1419E+07   .9832842 -.1064326 -.1477304
T26444  1 .5816588E+07   1513000E+01  .2002E+06 -.1019E+06   .9975525 -.0082023 -.0694385
T26445  1 .6246048E+07   1513000E+01 -.1348E+06  .2470E+06   .9992778 -.0147909  .0350010
T26446  1 .6303473E+07   1513000E+01  .2057E+06 -.3884E+06   .9977493  .0625689 -.0241155
T26447  1 .6299501E+07   1513000E+01 -.9540E+05  .1650E+05   .9989377 -.0460459 -.0018046
T26448  1 .6575993E+07   1513000E+01 -.2876E+06  .2551E+06   .9991680 -.0352568  .0205021
T26449  1 .6819368E+07   1513000E+01  .5465E+06  .3076E+06   .9967113  .0642468  .0493859
T26450  1 .5234829E+07   1513000E+01  .2534E+06  .4036E+06   .9974540 -.0191928  .0686818
T26451  1 .6070500E+07   1513000E+01  .5206E+05 -.2345E+06   .9989525  .0456689 -.0028890
T26452  1 .5623991E+07   1513000E+01 -.3649E+06 -.3021E+06   .9884114 -.1515840 -.0080677
T26453  1 .6213825E+07   1513000E+01 -.3098E+06  .3094E+06   .9990117  .0335476 -.0291562
T26454  1 .5330312E+07   1513000E+01  .1858E+07  .1410E+06   .9748518  .2228312  .0031915
T26455  1 .6553779E+07   1513000E+01 -.6421E+05 -.8242E+05   .9973416 -.0575932  .0446395
T26456  1 .6053385E+07   1513000E+01  .1650E+06 -.1690E+06   .9992648  .0046846 -.0380527
T26457  1 .5685817E+07   1513000E+01  .4822E+06  .1388E+06   .9994229  .0308592 -.0141966
T26458  1 .5672901E+07   1513000E+01  .4621E+05 -.5272E+06   .9945468  .0206918 -.1022181
T26459  1 .6136537E+07   1513000E+01  .1333E+07 -.7143E+05   .9801497  .1923778 -.0479306
T26460  1 .6682374E+07   1513000E+01  .4202E+06  .1063E+06   .9902958  .1310859  .0461592
T26461  1 .6308064E+07   1513000E+01 -.8627E+06 -.9574E+06   .9886179 -.1083836 -.1043435
T26462  1 .6484026E+07   1513000E+01  .9494E+05 -.6734E+06   .9978869 -.0419065 -.0496541
T26463  1 .5991606E+07   1513000E+01  .6321E+05 -.3018E+06   .9988520  .0084676 -.0471479
T26464  1 .6483438E+07   1513000E+01 -.6961E+04  .1016E+06   .9991609  .0318977  .0256922
T26465  1 .6466936E+07   1513000E+01 -.7478E+06 -.2096E+06   .9985326 -.0510110  .0181813
T26466  1 .5290560E+07   1513000E+01 -.5145E+06 -.3372E+06   .9977530 -.0629154 -.0230327
T26467  1 .4963157E+07   1513000E+01  .2194E+07 -.1842E+07   .9742566  .0908482 -.2063267
T26468  1 .6524718E+07   1513000E+01 -.3009E+05  .4551E+04   .9993937  .0288294  .0195241
T26469  1 .6190806E+07   1513000E+01 -.1379E+06  .3269E+06   .9990346  .0400345 -.0180835
T26470  1 .6131516E+07   1513000E+01  .4635E+05  .3091E+06   .9960577  .0188291  .0866866
T26471  1 .6565832E+07   1513000E+01  .1260E+05 -.3145E+06   .9994131  .0161866 -.0301910
T26472  1 .6347801E+07   1513000E+01 -.2201E+06 -.1002E+06   .9999249  .0062921 -.0105192
T26473  1 .5909546E+07   1513000E+01  .4082E+06 -.3020E+06   .9918032  .1224409 -.0365337
T26474  1 .6097290E+07   1513000E+01 -.2344E+06  .1897E+06   .9991094 -.0349923  .0235798
T26475  1 .5811062E+07   1513000E+01 -.3462E+06 -.2862E+05   .9965629 -.0801343 -.0209972
T26476  1 .5871836E+07   1513000E+01 -.1557E+05 -.3854E+06   .9997588 -.0109167 -.0190580
T26477  1 .6204507E+07   1513000E+01  .8063E+05  .1155E+06   .9994633  .0300698  .0129965
T26478  1 .6497379E+07   1513000E+01 -.4867E+05 -.2158E+06   .9970808 -.0684245  .0338818
T26479  1 .6273624E+07   1513000E+01  .7218E+05 -.1947E+06   .9999278 -.0083176  .0086768
T26480  1 .6288385E+07   1513000E+01  .1169E+07 -.1320E+07   .9836287  .1492006 -.1010634
T26481  1 .5783058E+07   1513000E+01 -.5616E+05 -.4091E+06   .9997168 -.0178045 -.0157919
T26482  1 .6105533E+07   1513000E+01 -.2951E+04  .7991E+05   .9966754 -.0613142  .0536534
T26483  1 .5923183E+07   1513000E+01 -.2193E+06 -.4843E+06   .9957523 -.0305754 -.0868477
T26484  1 .5573973E+07   1513000E+01 -.2117E+06 -.3359E+06   .9962622 -.0067358 -.0861180
T26485  1 .5902129E+07   1513000E+01  .3776E+06 -.3140E+06   .9954788  .0632403 -.0708698
T26486  1 .6463952E+07   1513000E+01  .2961E+06  .2952E+06   .9997877  .0125888  .0163132
T26487  1 .5725326E+07   1513000E+01 -.4376E+06  .1523E+06   .9995676  .0207597 -.0208240
T26488  1 .5947554E+07   1513000E+01 -.7997E+05 -.4823E+06   .9974819  .0462015 -.0538083
T26489  1 .6210454E+07   1513000E+01  .1275E+06  .1283E+05   .9958008  .0191403  .0895230
T26490  1 .6083361E+07   1513000E+01 -.2994E+06 -.1013E+06   .9970324 -.0752928 -.0160406
T26491  1 .5322540E+07   1513000E+01  .3209E+06  .4985E+06   .9911929  .1253166  .0428064
T26492  1 .5819016E+07   1513000E+01  .2958E+06 -.3702E+06   .9993789  .0342550  .0082660
T26493  1 .5987915E+07   1513000E+01  .2367E+06 -.1960E+06   .9994523  .0329480  .0030728
T26494  1 .5829801E+07   1513000E+01  .3679E+06  .1413E+06   .9995500  .0220386 -.0203504
T26495  1 .6234900E+07   1513000E+01 -.3640E+06  .1647E+06   .9993185 -.0255556 -.0266371
T26496  1 .5652290E+07   1513000E+01 -.2277E+06  .8928E+05   .9984881 -.0546141  .0062367
T26497  1 .5776085E+07   1513000E+01  .2298E+06  .8849E+05   .9969590 -.0168686 -.0760796
T26498  1 .6540078E+07   1513000E+01 -.7605E+06 -.7129E+06   .9930676 -.0779840 -.0879503
T26499  1 .6022848E+07   1513000E+01 -.4161E+06 -.1408E+06   .9980355 -.0277226  .0561838
T26500  1 .6201680E+07   1513000E+01 -.1199E+06  .8035E+04   .9998083  .0032961 -.0192986
T26501  1 .5999378E+07   1513000E+01 -.3284E+06  .6014E+06   .9983322 -.0387072  .0428324
T26502  1 .6374760E+07   1513000E+01  .5424E+06  .4655E+06   .9974225  .0694845 -.0178936
T26503  1 .5826346E+07   1513000E+01  .7290E+06  .3449E+06   .9963636  .0722778  .0451157
T26504  1 .6262831E+07   1513000E+01 -.9476E+06  .1032E+06   .9984238 -.0558146 -.0058829
T26505  1 .5381406E+07   1513000E+01  .6413E+05  .1453E+06   .9998565 -.0167170  .0027289
T26506  1 .6362006E+07   1513000E+01  .2772E+06 -.8175E+05   .9935207  .1134029 -.0075044
T26507  1 .5884994E+07   1513000E+01  .2009E+06  .5534E+06   .9944292  .0668702  .0814801
T26508  1 .6375689E+07   1513000E+01  .4231E+06  .1581E+06   .9995680  .0013565  .0293580
T26509  1 .6517078E+07   1513000E+01  .3079E+04  .6888E+04   .9992961  .0174158  .0332265
T26510  1 .5853952E+07   1513000E+01  .1074E+06 -.2692E+06   .9970454 -.0345203 -.0686212
T26511  1 .6302180E+07   1513000E+01 -.3551E+06  .7525E+06   .9915096  .0833451  .0998110
T26512  1 .6213297E+07   1513000E+01 -.3494E+06 -.2019E+06   .9955336 -.0780730 -.0530793
T26513  1 .5533028E+07   1513000E+01 -.8214E+05  .3365E+06   .9987717 -.0378241  .0320053
T26514  1 .6201096E+07   1513000E+01  .4469E+06  .1653E+05   .9980429  .0624345  .0035158
T26515  1 .6627860E+07   1513000E+01 -.6162E+06 -.2895E+06   .9960940 -.0740419 -.0481104
T26516  1 .5607879E+07   1513000E+01  .1833E+06  .1971E+06   .9990181 -.0012080  .0442875
T26517  1 .5722404E+07   1513000E+01 -.4523E+06  .2828E+06   .9963513 -.0338537  .0783448
T26518  1 .6170372E+07   1513000E+01 -.1501E+06  .7152E+06   .9959154 -.0120103  .0894884
T26519  1 .6320391E+07   1513000E+01  .1929E+06  .2899E+03   .9985159  .0533578 -.0109024
T26520  1 .5931203E+07   1513000E+01  .1972E+05  .5804E+05   .9987055 -.0492043  .0128941
T26521  1 .5892280E+07   1513000E+01 -.7825E+05 -.7864E+05   .9995503  .0284368 -.0095187
T26522  1 .5902178E+07   1513000E+01 -.1020E+07  .1701E+06   .9909367 -.1325188  .0219813
T26523  1 .5875333E+07   1513000E+01 -.3070E+06 -.2101E+06   .9962444 -.0855635 -.0132683
T26524  1 .5920222E+07   1513000E+01  .3192E+06  .1167E+05   .9987952  .0480915 -.0097685
T26525  1 .6416162E+07   1513000E+01  .1950E+06 -.2083E+05   .9978534  .0640301  .0137376
T26526  1 .5728390E+07   1513000E+01 -.1577E+06 -.4780E+05   .9973928 -.0585464 -.0421897
T26527  1 .6425075E+07   1513000E+01  .6674E+06  .1111E+07   .9838970  .1025939  .1463601
T26528  1 .5715923E+07   1513000E+01 -.3817E+06 -.6698E+05   .9960079 -.0892476 -.0017775
T26529  1 .6064964E+07   1513000E+01  .1293E+06 -.4278E+06   .9922821  .0094286 -.1236419
T26530  1 .5954789E+07   1513000E+01 -.2428E+06 -.4328E+05   .9971950 -.0736247  .0134725
T26531  1 .5828153E+07   1513000E+01 -.2546E+06 -.3528E+06   .9960772 -.0193561 -.0863452
T26532  1 .6388125E+07   1513000E+01 -.2737E+06  .6741E+04   .9997274 -.0231168 -.0032788
T26533  1 .5883919E+07   1513000E+01  .2750E+06  .1567E+06   .9993944  .0343465  .0055766
T26534  1 .5104000E+07   1513000E+01  .2356E+06 -.5638E+06   .9974245  .0678342  .0233015
T26535  1 .5894318E+07   1513000E+01 -.1695E+06 -.5721E+05   .9995106  .0195286 -.0244371
T26536  1 .6134406E+07   1513000E+01  .1328E+06  .1989E+06   .9989561  .0221918  .0399272
T26537  1 .6608004E+07   1513000E+01 -.4948E+05  .6692E+06   .9954784 -.0537453  .0783211
T26538  1 .6736250E+07   1513000E+01  .6722E+05 -.4195E+06   .9937828  .0894669 -.0662679
T26539  1 .7064512E+07   1513000E+01 -.4445E+06 -.1506E+06   .9946942 -.0724125 -.0730744
T26540  1 .6559087E+07   1513000E+01  .4317E+06 -.1439E+06   .9983199  .0541186 -.0207029
T26541  1 .6191016E+07   1513000E+01  .6346E+05 -.5663E+06   .9924779  .0061423 -.1222695
T26542  1 .6164884E+07   1513000E+01  .2512E+05  .3309E+06   .9992927 -.0139709  .0349137
T26543  1 .5964764E+07   1513000E+01 -.6528E+05 -.1098E+06   .9997873 -.0204317  .0028243
T26544  1 .5855030E+07   1513000E+01  .1092E+07 -.6666E+06   .9868836  .1223259 -.1053427
T26545  1 .5879186E+07   1513000E+01 -.2974E+06 -.8373E+06   .9834026 -.1006842 -.1509370
T26546  1 .6375782E+07   1513000E+01 -.4721E+06  .4008E+06   .9944709 -.0703543  .0779606
T26547  1 .6226050E+07   1513000E+01  .4597E+06  .2001E+06   .9978665  .0646431 -.0091465
T26548  1 .5244108E+07   1513000E+01 -.4446E+06 -.5647E+06   .9849127 -.1394586 -.1024612
T26549  1 .6053436E+07   1513000E+01  .1759E+06  .1953E+06   .9995328  .0274463  .0134517
T26550  1 .5886504E+07   1513000E+01 -.3653E+05 -.1846E+06   .9982304 -.0146094  .0576415
T26551  1 .6163006E+07   1513000E+01  .1869E+06 -.6809E+06   .9942829  .0439387 -.0973187
T26552  1 .5911866E+07   1513000E+01  .8121E+05 -.8885E+06   .9948308  .0037146 -.1014780
T26553  1 .5800095E+07   1513000E+01 -.3850E+06 -.5560E+06   .9933242  .0052217 -.1152381
T26554  1 .6067921E+07   1513000E+01  .4781E+06  .2380E+06   .9928257  .1119525  .0419967
T26555  1 .6630573E+07   1513000E+01  .1918E+06  .2337E+06   .9989170  .0324855  .0333104
T26556  1 .6488462E+07   1513000E+01 -.1821E+06 -.5863E+06   .9939070 -.0608243 -.0919204
T26557  1 .6663180E+07   1513000E+01  .5570E+06 -.1307E+06   .9998707  .0032201 -.0157565
T26558  1 .6111692E+07   1513000E+01 -.5551E+05 -.1943E+06   .9992250 -.0393595 -.0005379
T26559  1 .5804440E+07   1513000E+01 -.9390E+05 -.2303E+06   .9999896  .0002378 -.0045621
T26560  1 .6318810E+07   1513000E+01  .3093E+06 -.3618E+05   .9992588  .0382950 -.0039266
T26561  1 .6367291E+07   1513000E+01 -.1415E+06  .5193E+06   .9976098  .0262596  .0639155
T26562  1 .6708893E+07   1513000E+01  .5013E+06  .2054E+06   .9999939  .0022459  .0026570
T26563  1 .6394026E+07   1513000E+01  .1473E+06 -.5500E+06   .9957346  .0429951 -.0816338
T26564  1 .5923476E+07   1513000E+01 -.5108E+05  .2436E+06   .9976969 -.0179726  .0654060
T26565  1 .6049640E+07   1513000E+01  .1960E+06 -.2419E+06   .9952747 -.0149302 -.0959443
T26566  1 .6029963E+07   1513000E+01  .6581E+06 -.2825E+05   .9984038  .0369993 -.0426711
T26567  1 .6372880E+07   1513000E+01 -.2237E+05 -.1532E+06   .9993173  .0220248 -.0296616
T26568  1 .5963752E+07   1513000E+01 -.1810E+06  .2634E+06   .9993042 -.0189987  .0320971
T26569  1 .5285008E+07   1513000E+01  .5272E+06 -.4573E+06   .9959301  .0426458 -.0794018
T26570  1 .6184597E+07   1513000E+01  .1518E+06  .3408E+06   .9985847  .0071520  .0527020
T26571  1 .5915944E+07   1513000E+01 -.2920E+06 -.6293E+05   .9929579 -.1180792 -.0095879
T26572  1 .5989004E+07   1513000E+01 -.4821E+05  .2868E+06   .9900039 -.0123245  .1405005
T26573  1 .6167326E+07   1513000E+01  .4604E+05 -.4565E+06   .9991520 -.0023644 -.0411057
T26574  1 .5676688E+07   1513000E+01 -.5151E+05 -.6508E+05   .9956822  .0803394 -.0465036
T26575  1 .5787593E+07   1513000E+01 -.1562E+06  .1402E+06   .9983210 -.0576689 -.0054322
T26576  1 .5769353E+07   1513000E+01  .7072E+06 -.8710E+06   .9915768  .1063916 -.0738664
T26577  1 .6376219E+07   1513000E+01  .1733E+06  .4295E+06   .9955004 -.0245184  .0915304
T26578  1 .5330087E+07   1513000E+01 -.1933E+06  .4464E+05   .9995783 -.0203648  .0207020
T26579  1 .5480587E+07   1513000E+01  .7238E+05 -.6864E+05   .9996634  .0250075  .0069045
T26580  1 .5469799E+07   1513000E+01 -.3640E+06 -.1804E+07   .9828698 -.0446871 -.1788016
T26581  1 .5506121E+07   1513000E+01  .1857E+06  .5268E+05   .9984094  .0479557 -.0296476
T26582  1 .6160624E+07   1513000E+01  .1796E+06 -.4094E+06   .9993886  .0146663 -.0317375
T26583  1 .6774037E+07   1513000E+01 -.4186E+06 -.7943E+06   .9970319 -.0376351 -.0671634
T26584  1 .5625905E+07   1513000E+01  .6183E+05 -.4307E+06   .9983385 -.0114273 -.0564774
T26585  1 .6885003E+07   1513000E+01  .3532E+04  .5869E+05   .9949917  .0146999  .0988712
T26586  1 .6142651E+07   1513000E+01 -.4562E+06  .6090E+06   .9935174 -.0230929  .1113096
T26587  1 .6404591E+07   1513000E+01 -.1395E+05  .8642E+05   .9992982  .0345440  .0144852
T26588  1 .4930030E+07   1513000E+01 -.3310E+06 -.8522E+06   .9764588 -.0484115 -.2102011
T26589  1 .5568912E+07   1513000E+01 -.2731E+06  .5398E+06   .9973283 -.0627551  .0373908
T26590  1 .6140793E+07   1513000E+01 -.2365E+06 -.3518E+06   .9973321 -.0531842 -.0500017
T26591  1 .6631664E+07   1513000E+01 -.2870E+06 -.1649E+06   .9999097 -.0130709 -.0031085
T26592  1 .5941843E+07   1513000E+01  .5758E+06 -.3003E+06   .9959219  .0741125 -.0514483
T26593  1 .6210035E+07   1513000E+01  .4149E+06 -.1658E+06   .9981250  .0580707  .0193458
T26594  1 .5969865E+07   1513000E+01 -.8177E+05  .1529E+05   .9994080  .0262485 -.0222421
T26595  1 .6212888E+07   1513000E+01 -.5965E+06 -.9427E+06   .9840527 -.1441461 -.1042219
T26596  1 .5933980E+07   1513000E+01  .1201E+07 -.1708E+06   .9949457  .0999560  .0095872
T26597  1 .5993221E+07   1513000E+01 -.2381E+06  .3614E+06   .9973461 -.0533390  .0495551
T26598  1 .6693578E+07   1513000E+01  .2054E+05 -.2563E+05   .9986857  .0219471 -.0463167
T26599  1 .5787824E+07   1513000E+01  .3388E+06 -.4444E+06   .9980625  .0202908 -.0588178
T26600  1 .5966053E+07   1513000E+01 -.3395E+06  .1771E+06   .9961220 -.0786210 -.0394934
T26601  1 .6374649E+07   1513000E+01 -.4626E+06 -.1891E+06   .9982384  .0126426 -.0579683
T26602  1 .6182817E+07   1513000E+01 -.1426E+06 -.3234E+06   .9882181 -.1146667 -.1013735
T26603  1 .5529886E+07   1513000E+01 -.2872E+06  .1481E+06   .9996747 -.0179482  .0181223
T26604  1 .6091628E+07   1513000E+01 -.2792E+06 -.1057E+06   .9993770 -.0250086 -.0249018
T26605  1 .5925379E+07   1513000E+01  .8027E+06  .2003E+06   .9977775  .0666028 -.0020428
T26606  1 .6060611E+07   1513000E+01 -.9041E+06  .7869E+05   .9865360 -.1588401  .0389426
T26607  1 .5503221E+07   1513000E+01  .2768E+06  .3316E+06   .9954914  .0631661  .0707592
T26608  1 .5812054E+07   1513000E+01  .6106E+06 -.1092E+06   .9948082  .1002292 -.0176305
T26609  1 .5355815E+07   1513000E+01  .4118E+06 -.4611E+05   .9974031  .0519557 -.0498770
T26610  1 .5922894E+07   1513000E+01  .2776E+06 -.1069E+06   .9995455 -.0270678 -.0132677
T26611  1 .6676150E+07   1513000E+01 -.3416E+06 -.6599E+05   .9989101 -.0466482  .0016022
T26612  1 .6466406E+07   1513000E+01  .6933E+05 -.4810E+05   .9978531 -.0624366 -.0197681
T26613  1 .6462394E+07   1513000E+01  .1697E+06 -.2526E+06   .9973400  .0520339 -.0510428
T26614  1 .5619395E+07   1513000E+01 -.6082E+06 -.2921E+05   .9949487 -.0809234 -.0594018
T26615  1 .5752947E+07   1513000E+01  .5048E+06 -.3180E+06   .9928836  .1175108  .0193228
T26616  1 .6515051E+07   1513000E+01  .1260E+04 -.5260E+05   .9989190 -.0260904 -.0384717
T26617  1 .6272435E+07   1513000E+01 -.3901E+06 -.1114E+06   .9985396  .0049729 -.0537946
T26618  1 .6019787E+07   1513000E+01  .2662E+06  .4420E+06   .9972463  .0445542  .0592860
T26619  1 .6387848E+07   1513000E+01 -.1605E+06 -.1770E+06   .9984501  .0550555 -.0081377
T26620  1 .5638719E+07   1513000E+01 -.7938E+06  .2489E+06   .9913649 -.1148216  .0633379
T26621  1 .5988011E+07   1513000E+01  .1338E+06 -.1456E+06   .9999335  .0022349 -.0113169
T26622  1 .6333754E+07   1513000E+01  .2002E+06  .3654E+06   .9985285  .0210982  .0499567
T26623  1 .6336165E+07   1513000E+01  .5394E+06 -.8075E+05   .9927653  .0784172  .0909270
T26624  1 .6151629E+07   1513000E+01  .8077E+06  .1109E+07   .9816429  .0897152  .1683102
T26625  1 .6047696E+07   1513000E+01 -.4038E+06  .1011E+07   .9920064 -.0458782  .1175524
T26626  1 .6000482E+07   1513000E+01 -.5386E+06 -.1962E+06   .9996074 -.0198877  .0197352
T26627  1 .5931218E+07   1513000E+01 -.4201E+06  .7106E+05   .9980926 -.0475984  .0393130
T26628  1 .5896849E+07   1513000E+01  .6627E+05  .1048E+07   .9908191 -.0162441  .1342151
T26629  1 .6193652E+07   1513000E+01 -.1763E+06 -.8524E+06   .9907946  .0177259 -.1342084
T26630  1 .6128622E+07   1513000E+01 -.3884E+05 -.4210E+06   .9944464 -.0619567 -.0850745
T26631  1 .6263770E+07   1513000E+01  .3038E+06 -.8010E+05   .9991477  .0217273 -.0350977
T26632  1 .6213957E+07   1513000E+01  .7008E+05  .2787E+06   .9991609 -.0086038  .0400435
T26633  1 .6648318E+07   1513000E+01  .2424E+05 -.1456E+06   .9999417 -.0087493 -.0063250
T26634  1 .6071528E+07   1513000E+01 -.1514E+06  .4259E+05   .9994389 -.0028179  .0333746
T26635  1 .5760123E+07   1513000E+01 -.7079E+05  .9216E+05   .9990447 -.0433858 -.0052354
T26636  1 .6070434E+07   1513000E+01  .1050E+06  .2151E+06   .9992543  .0370700  .0108006
T26637  1 .6212277E+07   1513000E+01  .8056E+06 -.7716E+06   .9939780  .0684899 -.0855387
T26638  1 .5709413E+07   1513000E+01  .2693E+06  .5600E+06   .9897276  .1055971  .0963773
T26639  1 .5608908E+07   1513000E+01  .7274E+06  .4833E+05   .9964481  .0840175 -.0056772
T26640  1 .6196536E+07   1513000E+01  .3485E+06  .2419E+06   .9985141  .0392802 -.0377718
T26641  1 .6238174E+07   1513000E+01  .3053E+06  .3389E+06   .9859530  .1566419  .0579650
T26642  1 .5974527E+07   1513000E+01  .3009E+06 -.1243E+06   .9955566  .0865498  .0370963
T26643  1 .6790831E+07   1513000E+01  .1476E+06  .3933E+06   .9975793  .0571742  .0395807
T26644  1 .6261638E+07   1513000E+01 -.1352E+06  .2046E+06   .9992519 -.0111805  .0370223
T26645  1 .6548132E+07   1513000E+01 -.9416E+05 -.5270E+06   .9956751 -.0116008 -.0921762
T26646  1 .6513040E+07   1513000E+01 -.6355E+06 -.3628E+05   .9966292 -.0819018  .0047355
T26647  1 .5746895E+07   1513000E+01  .4614E+06 -.8110E+05   .9985327  .0539723  .0044099
T26648  1 .6261877E+07   1513000E+01  .3993E+05 -.1517E+06   .9998640  .0145005 -.0078500
T26649  1 .5753769E+07   1513000E+01  .9568E+06 -.3241E+06   .9942056  .0581340 -.0904198
T26650  1 .5857079E+07   1513000E+01 -.5281E+06  .1568E+05   .9956009 -.0927434  .0133200
T26651  1 .6073636E+07   1513000E+01 -.1752E+06  .5597E+06   .9980197  .0128027  .0615857
T26652  1 .5892119E+07   1513000E+01 -.5007E+06 -.9333E+05   .9933176 -.0873285 -.0754578
T26653  1 .6007261E+07   1513000E+01  .1923E+06  .5562E+06   .9983225 -.0178426  .0550811
T26654  1 .5889150E+07   1513000E+01  .6250E+05 -.1875E+06   .9928858  .0110060 -.1185605
T26655  1 .5935833E+07   1513000E+01 -.7910E+05 -.6207E+06   .9960123 -.0178433 -.0874136
T26656  1 .6234531E+07   1513000E+01  .3850E+06  .3034E+06   .9940516  .1067009  .0218249
T26657  1 .6246401E+07   1513000E+01  .1714E+06  .4689E+06   .9953588  .0556674  .0784984
T26658  1 .6160938E+07   1513000E+01  .3706E+06 -.2810E+06   .9965774  .0577847 -.0591143
T26659  1 .6194749E+07   1513000E+01 -.2426E+06 -.5773E+05   .9992268 -.0393155 -.0000144
T26660  1 .6383954E+07   1513000E+01 -.3869E+06 -.4481E+06   .9934694  .0534331 -.1008135
T26661  1 .5937773E+07   1513000E+01  .2691E+06  .1438E+05   .9990400  .0434988  .0051891
T26662  1 .6051686E+07   1513000E+01  .6904E+05 -.8428E+05   .9988341  .0384217 -.0292262
T26663  1 .6276631E+07   1513000E+01  .1820E+06 -.1393E+06   .9998649  .0105519 -.0126005
T26664  1 .6199193E+07   1513000E+01 -.7652E+06  .1046E+06   .9950457 -.0922499  .0370678
T26665  1 .6363527E+07   1513000E+01 -.2345E+06  .2367E+06   .9986949  .0355093  .0367090
T26666  1 .5944043E+07   1513000E+01 -.1098E+06 -.1522E+06   .9997878 -.0049312 -.0199987
T26667  1 .6088021E+07   1513000E+01  .4677E+06  .5464E+06   .9894651  .1159055  .0867453
T26668  1 .6458314E+07   1513000E+01 -.4715E+06 -.2462E+06   .9996225 -.0113092 -.0250397
T26669  1 .5891049E+07   1513000E+01 -.1060E+06  .2268E+06   .9991326 -.0142165 -.0391389
T26670  1 .6188938E+07   1513000E+01 -.1433E+06  .3314E+06   .9916297  .0112730  .1286212
T26671  1 .6013168E+07   1513000E+01  .5728E+06 -.5652E+05   .9984033  .0563872 -.0033610
T26672  1 .5604745E+07   1513000E+01  .7293E+05  .1291E+06   .9985756  .0413854  .0336739
T26673  1 .5609714E+07   1513000E+01  .1926E+05 -.3388E+06   .9980111 -.0023749 -.0629937
T26674  1 .5906186E+07   1513000E+01  .3666E+06 -.1439E+06   .9959101  .0683972 -.0590337
T26675  1 .6393252E+07   1513000E+01  .4620E+06 -.3764E+06   .9965444  .0441683 -.0703453
T26676  1 .5918634E+07   1513000E+01  .9343E+06  .5668E+06   .9678283  .2356948  .0880702
T26677  1 .5608373E+07   1513000E+01 -.1237E+07 -.8651E+06   .9917669 -.1271632  .0150955
T26678  1 .5848340E+07   1513000E+01  .3782E+06 -.1006E+06   .9997393  .0150623 -.0171587
T26679  1 .5842739E+07   1513000E+01  .5278E+06 -.5897E+06   .9915978  .0995826 -.0825655
T26680  1 .6589199E+07   1513000E+01  .1263E+06 -.6022E+06   .9825025  .0894956 -.1633382
T26681  1 .6390966E+07   1513000E+01 -.3104E+06  .8026E+05   .9988709 -.0414921 -.0231364
T26682  1 .6040235E+07   1513000E+01 -.3210E+06  .1154E+06   .9959686 -.0773520 -.0454226
T26683  1 .6341907E+07   1513000E+01  .2817E+06  .1549E+06   .9973246 -.0353044  .0640102
T26684  1 .6484993E+07   1513000E+01  .4234E+06 -.5066E+06   .9944395  .0944898 -.0464950
T26685  1 .6155711E+07   1513000E+01  .3852E+06  .1583E+06   .9997698  .0214161 -.0013023
T26686  1 .5633840E+07   1513000E+01 -.3200E+06 -.8818E+05   .9964491 -.0512319 -.0668164
T26687  1 .6270869E+07   1513000E+01  .2356E+05 -.3176E+06   .9987381  .0075409 -.0496516
T26688  1 .6140053E+07   1513000E+01 -.4434E+06 -.2758E+06   .9963438 -.0720526 -.0459078
T26689  1 .6219511E+07   1513000E+01  .4567E+05  .1498E+06   .9994179 -.0142049  .0310179
T26690  1 .6175038E+07   1513000E+01  .1119E+06  .2860E+06   .9996779 -.0057528  .0247179
T26691  1 .6109676E+07   1513000E+01 -.2686E+06 -.2060E+05   .9992575  .0106363 -.0370312
T26692  1 .6095360E+07   1513000E+01 -.5913E+06  .2341E+06   .9876228 -.1447688 -.0603587
T26693  1 .5785213E+07   1513000E+01 -.4776E+06 -.1650E+06   .9974898 -.0708070  .0006441
T26694  1 .5502697E+07   1513000E+01  .3561E+06  .4397E+06   .9989052 -.0107613  .0455267
T26695  1 .5752221E+07   1513000E+01  .1324E+07  .2232E+06   .9916720  .1201584 -.0463541
