============================== SRIM-2013.00 ==============================
==============================================================================
=================  TRANSMIT.txt : File of Transmitted Ions  ==================
=  This file tabulates the kinetics of ions or atoms leaving the target.     =
=  Column #1: S= Sputtered Atom, B= Backscattered Ion, T= Transmitted Ion.   =
=  Col.#2: Ion Number, Col.#3: Z of atom leaving, Col.#4: Atom energy (eV).  =
=  Col.#5-7: Last location:  X= Depth into target, Y,Z= Transverse axes.     =
=  Col.#8-10: Cosines of final trajectory.                                   =
= *** This data file is in the same format as TRIM.DAT (see manual for uses).=
====== TRIM Calc.=  H(18.1 MeV) ==> Layer 1( 1.48 mm) ========================
 Ion  Atom   Energy        Depth       Lateral-Position        Atom Direction      
 Numb Numb    (eV)          X(A)        Y(A)       Z(A)      Cos(X)  Cos(Y) Cos(Z) 
T 7738  1 .6415149E+07   1488000E+01 -.2589E+06  .1686E+06   .9997277 -.0088892 -.0215744
T 7739  1 .6687512E+07   1488000E+01 -.2506E+06  .3753E+06   .9971200 -.0377830  .0657580
T 7740  1 .6590914E+07   1488000E+01 -.2191E+06  .6371E+05   .9980566 -.0424130  .0456518
T 7741  1 .5620824E+07   1488000E+01 -.4291E+06  .3774E+06   .9977475 -.0364530  .0563127
T 7742  1 .6048876E+07   1488000E+01  .1126E+06 -.3182E+05   .9983953 -.0554211  .0116333
T 7743  1 .6015932E+07   1488000E+01 -.1810E+05  .3365E+05   .9932050 -.0852963 -.0791724
T 7744  1 .6156429E+07   1488000E+01 -.1694E+06 -.1880E+06   .9998812  .0126451 -.0088099
T 7745  1 .6084522E+07   1488000E+01 -.2480E+05  .6084E+05   .9995942  .0056970 -.0279109
T 7746  1 .6497599E+07   1488000E+01  .2092E+06 -.2428E+06   .9976753  .0576447 -.0363469
T 7747  1 .6396487E+07   1488000E+01  .1338E+06 -.2513E+06   .9998225  .0127034 -.0139164
T 7748  1 .6709118E+07   1488000E+01  .4450E+06  .8414E+06   .9970004  .0048682  .0772432
T 7749  1 .6197229E+07   1488000E+01 -.5224E+06  .5303E+04   .9957631 -.0256362 -.0883099
T 7750  1 .6331019E+07   1488000E+01  .3077E+06 -.9144E+05   .9990100  .0441985 -.0050594
T 7751  1 .6330287E+07   1488000E+01  .6545E+06 -.6962E+05   .9918540  .0466921  .1185138
T 7752  1 .6337607E+07   1488000E+01  .2034E+06 -.4493E+06   .9987995  .0378739 -.0310672
T 7753  1 .6213670E+07   1488000E+01  .5196E+06 -.1171E+06   .9943193  .1064328 -.0010916
T 7754  1 .6713422E+07   1488000E+01 -.4607E+06 -.1176E+06   .9963804 -.0695540  .0488716
T 7755  1 .6689603E+07   1488000E+01 -.1541E+05  .8666E+06   .9981864 -.0164940  .0578956
T 7756  1 .6670570E+07   1488000E+01  .3315E+06  .5018E+06   .9974378 -.0227783  .0678164
T 7757  1 .6809213E+07   1488000E+01  .8517E+06  .9096E+05   .9966494  .0795666  .0189511
T 7758  1 .6384961E+07   1488000E+01  .3046E+05 -.1561E+07   .9956589  .0157981 -.0917264
T 7759  1 .7263639E+07   1488000E+01  .7381E+06 -.8999E+05   .9924164  .0983338 -.0737573
T 7760  1 .6191319E+07   1488000E+01  .1096E+06  .1468E+06   .9998533  .0039161  .0166747
T 7761  1 .6366248E+07   1488000E+01 -.2140E+06 -.6806E+06   .9984219 -.0076049 -.0556403
T 7762  1 .6306742E+07   1488000E+01  .7343E+06 -.1120E+07   .9881629  .0514824 -.1445115
T 7763  1 .6424667E+07   1488000E+01  .1979E+06 -.3329E+06   .9973150 -.0045513 -.0730897
T 7764  1 .6049246E+07   1488000E+01  .1200E+06 -.1940E+06   .9952020  .0316007 -.0925976
T 7765  1 .6388743E+07   1488000E+01  .3064E+06  .7830E+05   .9994347  .0334935 -.0029152
T 7766  1 .6138428E+07   1488000E+01  .3244E+06  .7492E+03   .9952582  .0422034  .0876357
T 7767  1 .7050633E+07   1488000E+01  .3153E+06 -.1429E+05   .9987734  .0437791 -.0231304
T 7768  1 .6238189E+07   1488000E+01 -.3910E+06 -.2029E+06   .9987907 -.0387028 -.0303186
T 7769  1 .6119591E+07   1488000E+01 -.2617E+06  .3203E+06   .9984456 -.0400935  .0387156
T 7770  1 .6143515E+07   1488000E+01  .2782E+06  .3104E+06   .9972367  .0723039  .0170598
T 7771  1 .6198103E+07   1488000E+01  .6384E+06  .3385E+06   .9982817  .0576431  .0105298
T 7772  1 .6839747E+07   1488000E+01 -.3754E+06 -.8019E+05   .9995516  .0024938 -.0298398
T 7773  1 .6171915E+07   1488000E+01  .2874E+06 -.4362E+06   .9947101  .0666616 -.0781545
T 7774  1 .6192461E+07   1488000E+01  .3936E+06 -.2816E+06   .9991720  .0132949  .0384510
T 7775  1 .6366311E+07   1488000E+01 -.5515E+05  .2080E+06   .9970736 -.0598421  .0475722
T 7776  1 .6178159E+07   1488000E+01 -.9983E+05  .2484E+06   .9977284 -.0189395  .0646476
T 7777  1 .6449658E+07   1488000E+01 -.1030E+06  .3796E+06   .9991585 -.0409865  .0015611
T 7778  1 .6564678E+07   1488000E+01 -.2910E+06  .5568E+05   .9997754 -.0209897  .0029388
T 7779  1 .6320836E+07   1488000E+01  .2538E+06  .1162E+06   .9975923  .0670656 -.0176610
T 7780  1 .6414858E+07   1488000E+01 -.9436E+05  .6246E+05   .9998148 -.0140513 -.0131486
T 7781  1 .6791357E+07   1488000E+01 -.2287E+06  .1316E+06   .9998500  .0027347  .0171044
T 7782  1 .6588432E+07   1488000E+01  .1402E+06  .9270E+05   .9998678  .0151852 -.0058109
T 7783  1 .6744838E+07   1488000E+01 -.1884E+06 -.1399E+06   .9986645 -.0504946  .0109293
T 7784  1 .6204661E+07   1488000E+01 -.6315E+06 -.4580E+06   .9902902 -.1159174 -.0767359
T 7785  1 .6150552E+07   1488000E+01  .1515E+06  .1416E+04   .9996051  .0110982  .0258168
T 7786  1 .6840742E+07   1488000E+01  .9548E+05  .1400E+06   .9995939  .0083621 -.0272426
T 7787  1 .6113755E+07   1488000E+01 -.8358E+05 -.2997E+06   .9999767  .0034140 -.0059132
T 7788  1 .6430239E+07   1488000E+01  .1834E+06 -.4070E+06   .9998934 -.0088466  .0116170
T 7789  1 .6423434E+07   1488000E+01  .3805E+06 -.2614E+06   .9999485 -.0090620  .0045663
T 7790  1 .6578232E+07   1488000E+01 -.2169E+05 -.4580E+06   .9996035  .0014416 -.0281191
T 7791  1 .6862280E+07   1488000E+01  .6043E+05  .3488E+05   .9999206  .0120827  .0035718
T 7792  1 .6384310E+07   1488000E+01 -.1085E+06 -.7493E+05   .9988126  .0382802 -.0301346
T 7793  1 .6184645E+07   1488000E+01 -.8168E+06  .7530E+06   .9952802 -.0727482  .0642258
T 7794  1 .6608922E+07   1488000E+01 -.9709E+05 -.2945E+06   .9990566  .0218970 -.0375014
T 7795  1 .6318902E+07   1488000E+01  .8779E+06  .2618E+06   .9952289  .0902511 -.0370700
T 7796  1 .6649025E+07   1488000E+01  .1186E+06  .3300E+06   .9963826 -.0001647  .0849810
T 7797  1 .6081162E+07   1488000E+01  .3622E+06 -.4843E+06   .9964548  .0590933 -.0598820
T 7798  1 .5932650E+07   1488000E+01 -.1108E+07  .4042E+06   .9919432 -.1188795  .0437771
T 7799  1 .6255248E+07   1488000E+01 -.8776E+05 -.4088E+06   .9962263  .0191308 -.0846596
T 7800  1 .6131587E+07   1488000E+01  .7795E+05 -.6174E+06   .9901568  .0409499 -.1338377
T 7801  1 .6312365E+07   1488000E+01 -.1435E+06 -.3117E+06   .9947924 -.0554450 -.0855218
T 7802  1 .6773335E+07   1488000E+01  .1433E+06 -.1489E+06   .9989117  .0337338  .0322085
T 7803  1 .6492555E+07   1488000E+01 -.2841E+06 -.1417E+06   .9989556  .0018435 -.0456548
T 7804  1 .6390421E+07   1488000E+01  .2631E+06 -.3974E+04   .9996859 -.0126257  .0216474
T 7805  1 .6678260E+07   1488000E+01 -.1226E+06 -.2123E+06   .9926154  .0951643 -.0752229
T 7806  1 .6324738E+07   1488000E+01  .1088E+06 -.1181E+06   .9974373  .0243500 -.0672743
T 7807  1 .6606594E+07   1488000E+01 -.3607E+06  .2452E+06   .9985234 -.0370309  .0397450
T 7808  1 .5955206E+07   1488000E+01 -.1396E+06  .1010E+07   .9878324  .0269170  .1531749
T 7809  1 .6358682E+07   1488000E+01  .3075E+06 -.7459E+06   .9928962  .0815860 -.0866077
T 7810  1 .5762824E+07   1488000E+01  .1602E+06 -.5349E+05   .9995247  .0307265 -.0025024
T 7811  1 .6538059E+07   1488000E+01  .1790E+06  .3300E+05   .9971228  .0513823 -.0557306
T 7812  1 .6460825E+07   1488000E+01 -.5008E+06  .1371E+06   .9903090 -.1327547  .0407945
T 7813  1 .5882664E+07   1488000E+01  .2051E+06  .5082E+06   .9981831  .0236822  .0554051
T 7814  1 .5937027E+07   1488000E+01 -.6185E+05  .1398E+06   .9997563  .0214982  .0050228
T 7815  1 .6498485E+07   1488000E+01 -.2659E+06 -.2222E+05   .9889854 -.1468025 -.0188926
T 7816  1 .6095782E+07   1488000E+01 -.7277E+06 -.6168E+06   .9958318 -.0554847 -.0723911
T 7817  1 .6520445E+07   1488000E+01  .8696E+06  .4395E+06   .9938497  .1046298  .0362682
T 7818  1 .6310888E+07   1488000E+01 -.6311E+06 -.4845E+05   .9987071 -.0327507 -.0388779
T 7819  1 .6584511E+07   1488000E+01  .4201E+04  .7434E+06   .9946903 -.0475874  .0912502
T 7820  1 .6601261E+07   1488000E+01  .1414E+05  .2577E+06   .9994065 -.0136220  .0316394
T 7821  1 .6112449E+07   1488000E+01 -.1404E+06  .6635E+06   .9881519 -.0690822  .1370527
T 7822  1 .6398664E+07   1488000E+01 -.1036E+06 -.3768E+06   .9982677 -.0127564 -.0574355
T 7823  1 .6663172E+07   1488000E+01  .3133E+06  .3955E+06   .9997642 -.0213591  .0039098
T 7824  1 .5835179E+07   1488000E+01  .1009E+06  .4308E+06   .9974667  .0665310  .0251749
T 7825  1 .6038579E+07   1488000E+01 -.3788E+06 -.2624E+06   .9992094 -.0211740 -.0336495
T 7826  1 .6508714E+07   1488000E+01 -.2110E+06  .3110E+05   .9976766 -.0678665 -.0059652
T 7827  1 .5989858E+07   1488000E+01 -.1421E+06 -.9662E+06   .9926467  .0408090 -.1139612
T 7828  1 .6518434E+07   1488000E+01 -.1677E+06  .1836E+06   .9991961  .0025092  .0400095
T 7829  1 .6774127E+07   1488000E+01 -.7247E+06 -.3731E+06   .9775018 -.1488353 -.1494598
T 7830  1 .6359775E+07   1488000E+01 -.9215E+05 -.2339E+06   .9976564 -.0512884  .0452912
T 7831  1 .5468953E+07   1488000E+01 -.1483E+06  .6382E+06   .9930180 -.0433347  .1097147
T 7832  1 .6266156E+07   1488000E+01  .3245E+06  .4175E+06   .9945470  .0368750  .0975525
T 7833  1 .6317606E+07   1488000E+01 -.3502E+06 -.3674E+06   .9962301 -.0459449 -.0735847
T 7834  1 .6906237E+07   1488000E+01 -.1170E+05  .1358E+06   .9958353  .0715867  .0564568
T 7835  1 .6490727E+07   1488000E+01  .3481E+06  .9255E+06   .9730384  .1243134  .1942741
T 7836  1 .6436762E+07   1488000E+01  .7606E+05 -.3566E+06   .9984823  .0519152 -.0183840
T 7837  1 .6205986E+07   1488000E+01  .2388E+06 -.1947E+06   .9948045  .0477134 -.0899302
T 7838  1 .6634674E+07   1488000E+01  .1205E+06 -.8742E+06   .9929554 -.0315553 -.1142096
T 7839  1 .6776010E+07   1488000E+01  .3422E+06 -.2451E+06   .9983790 -.0066039 -.0565305
T 7840  1 .6337945E+07   1488000E+01 -.7246E+06 -.6420E+06   .9951473 -.0847527 -.0499887
T 7841  1 .6499793E+07   1488000E+01 -.7501E+05 -.8785E+06   .9915657 -.0995929 -.0829381
T 7842  1 .6313694E+07   1488000E+01  .6933E+05 -.2609E+06   .9964403  .0019103 -.0842794
T 7843  1 .6589924E+07   1488000E+01  .2860E+06  .3419E+06   .9991012  .0423643 -.0014060
T 7844  1 .6481845E+07   1488000E+01  .2279E+06  .6900E+05   .9987283 -.0065393  .0499892
T 7845  1 .6646503E+07   1488000E+01 -.7848E+06 -.9707E+05   .9917129 -.1252191 -.0287349
T 7846  1 .6382875E+07   1488000E+01  .1153E+06  .1850E+06   .9984261  .0504861  .0244230
T 7847  1 .6207283E+07   1488000E+01  .2762E+06 -.2348E+06   .9942977 -.0983456 -.0412341
T 7848  1 .6504495E+07   1488000E+01  .2003E+05  .3447E+06   .9998841  .0098147  .0116360
T 7849  1 .6769944E+07   1488000E+01 -.9108E+05  .4796E+06   .9959078  .0378358  .0820744
T 7850  1 .6387849E+07   1488000E+01  .4132E+06 -.2145E+06   .9954335  .0508286 -.0807992
T 7851  1 .6497734E+07   1488000E+01 -.8630E+06  .6584E+06   .9911408 -.1124747  .0706354
T 7852  1 .6361640E+07   1488000E+01  .6674E+06  .6876E+06   .9933610  .1148702  .0062211
T 7853  1 .6180161E+07   1488000E+01  .2078E+06 -.3449E+06   .9971415  .0399182 -.0641519
T 7854  1 .6340740E+07   1488000E+01 -.5222E+06 -.1332E+06   .9972647 -.0634494  .0379124
T 7855  1 .6884098E+07   1488000E+01  .1826E+06  .3818E+06   .9981583 -.0059463  .0603710
T 7856  1 .6468224E+07   1488000E+01 -.3517E+05 -.1792E+06   .9994866 -.0029698 -.0319019
T 7857  1 .6728524E+07   1488000E+01  .3497E+06  .5368E+05   .9944911  .1003211  .0303831
T 7858  1 .6417397E+07   1488000E+01  .4402E+06 -.2008E+06   .9907753  .1226382 -.0576558
T 7859  1 .6276150E+07   1488000E+01  .4415E+06 -.8445E+05   .9967052  .0266516 -.0766057
T 7860  1 .6542190E+07   1488000E+01  .7623E+06  .6143E+05   .9860052  .1575616 -.0544795
T 7861  1 .6693987E+07   1488000E+01 -.7453E+06 -.3047E+06   .9945860 -.0777412 -.0689568
T 7862  1 .6632437E+07   1488000E+01 -.2262E+06  .3623E+05   .9979234 -.0612869  .0198177
T 7863  1 .6225350E+07   1488000E+01 -.7837E+05 -.8464E+06   .9982632  .0010751 -.0589021
T 7864  1 .6073725E+07   1488000E+01  .2111E+05 -.1767E+06   .9973274  .0352232  .0640111
T 7865  1 .6665405E+07   1488000E+01  .3304E+06  .2177E+06   .9994428  .0285929  .0172200
T 7866  1 .5647518E+07   1488000E+01 -.2478E+05  .1364E+07   .9944819  .0131830  .1040770
T 7867  1 .5897670E+07   1488000E+01 -.7437E+06  .1685E+06   .9871654 -.0995616  .1248680
T 7868  1 .6873995E+07   1488000E+01 -.1384E+06  .4994E+05   .9995541 -.0201406  .0220424
T 7869  1 .6353045E+07   1488000E+01 -.2956E+06 -.9762E+06   .9940115 -.0328338 -.1042265
T 7870  1 .6134903E+07   1488000E+01 -.2152E+06 -.3155E+06   .9980259 -.0311449 -.0545376
T 7871  1 .6163333E+07   1488000E+01 -.3322E+06  .1833E+06   .9994544 -.0285189 -.0166611
T 7872  1 .6440900E+07   1488000E+01  .5476E+05 -.5377E+06   .9997926  .0051412 -.0197075
T 7873  1 .6435645E+07   1488000E+01  .5205E+05  .5677E+06   .9954824  .0092605  .0944937
T 7874  1 .7212850E+07   1488000E+01 -.1967E+06 -.9838E+05   .9998347 -.0016040 -.0181127
T 7875  1 .6537237E+07   1488000E+01 -.5089E+06 -.5323E+06   .9987479 -.0243618 -.0436943
T 7876  1 .6372358E+07   1488000E+01 -.1904E+06  .7452E+06   .9696979 -.0260561  .2429135
T 7877  1 .6490303E+07   1488000E+01 -.1158E+06  .2686E+05   .9961135  .0516340  .0713570
T 7878  1 .6340645E+07   1488000E+01  .3672E+06  .1829E+06   .9954002  .0650945  .0702929
T 7879  1 .6840280E+07   1488000E+01  .4179E+06 -.3363E+06   .9944948  .0362008 -.0983340
T 7880  1 .5992291E+07   1488000E+01 -.7396E+05 -.1322E+06   .9914092 -.1275976 -.0287514
T 7881  1 .6117873E+07   1488000E+01  .3225E+06  .4897E+05   .9986252  .0379581  .0361520
T 7882  1 .6750250E+07   1488000E+01  .2837E+06  .6237E+06   .9942282  .0280879  .1035440
T 7883  1 .6811178E+07   1488000E+01 -.9403E+05 -.5168E+06   .9962289 -.0676110 -.0543754
T 7884  1 .6049793E+07   1488000E+01 -.5722E+06 -.5870E+05   .9731522 -.2177820  .0744702
T 7885  1 .6537406E+07   1488000E+01  .1538E+07  .3878E+06   .9729160  .2305299  .0170410
T 7886  1 .6044448E+07   1488000E+01  .1492E+06 -.1567E+06   .9964901  .0832229  .0090221
T 7887  1 .6679927E+07   1488000E+01 -.4032E+06  .4273E+06   .9980208 -.0455472  .0433586
T 7888  1 .6344504E+07   1488000E+01  .9695E+05 -.1360E+06   .9981897  .0565428  .0205018
T 7889  1 .6284652E+07   1488000E+01 -.2442E+06 -.3738E+06   .9938035 -.1010753 -.0462434
T 7890  1 .6535489E+07   1488000E+01  .6112E+06 -.2650E+06   .9966427  .0818192 -.0029736
T 7891  1 .6501666E+07   1488000E+01 -.4656E+06  .1050E+06   .9984676 -.0541487  .0114203
T 7892  1 .6546612E+07   1488000E+01  .1176E+07 -.1891E+07   .9689499  .1449764 -.2002946
T 7893  1 .6793343E+07   1488000E+01  .1618E+06 -.1677E+06   .9993747  .0222946 -.0274444
T 7894  1 .6391852E+07   1488000E+01  .2420E+05 -.2034E+06   .9985125 -.0206491 -.0504614
T 7895  1 .7033765E+07   1488000E+01  .8510E+05  .2970E+05   .9981153  .0417382 -.0449868
T 7896  1 .6489173E+07   1488000E+01 -.3571E+06  .1559E+06   .9971413 -.0750951 -.0083601
T 7897  1 .6425836E+07   1488000E+01 -.3418E+06  .5076E+05   .9947861 -.0780383  .0656552
T 7898  1 .6693968E+07   1488000E+01  .2155E+06  .2238E+06   .9997038 -.0129874 -.0205816
T 7899  1 .6301437E+07   1488000E+01  .1942E+06  .2207E+06   .9997953  .0155177  .0129863
T 7900  1 .6309494E+07   1488000E+01 -.9227E+05  .1560E+06   .9993938  .0173842 -.0301620
T 7901  1 .6437864E+07   1488000E+01  .2233E+05 -.2338E+06   .9998917 -.0085217 -.0119949
T 7902  1 .5442616E+07   1488000E+01 -.5659E+06 -.3018E+06   .9913304 -.0587458 -.1175289
T 7903  1 .6211637E+07   1488000E+01 -.4887E+06 -.5809E+04   .9983595 -.0510075  .0260106
T 7904  1 .6178205E+07   1488000E+01  .1243E+06 -.1250E+06   .9990553 -.0396141 -.0178658
T 7905  1 .6370382E+07   1488000E+01  .1164E+06 -.3943E+05   .9996617 -.0166407  .0199874
T 7906  1 .6201695E+07   1488000E+01  .5657E+06 -.1841E+06   .9963138  .0816331  .0263589
T 7907  1 .6637780E+07   1488000E+01 -.2875E+05  .3150E+06   .9923873 -.1221384 -.0157993
T 7908  1 .6386049E+07   1488000E+01  .7959E+05  .2283E+06   .9997504  .0199833 -.0099864
T 7909  1 .5952148E+07   1488000E+01  .6056E+05 -.1841E+06   .9984882  .0366528 -.0409616
T 7910  1 .6442421E+07   1488000E+01 -.4199E+06  .4407E+04   .9965304 -.0516309 -.0652796
T 7911  1 .6478308E+07   1488000E+01 -.9821E+06 -.2497E+04   .9898398 -.1073991  .0931806
T 7912  1 .6609337E+07   1488000E+01  .2371E+06  .2476E+06   .9998846  .0001105  .0151890
T 7913  1 .6730844E+07   1488000E+01 -.4037E+06  .4036E+06   .9966150 -.0643993  .0511015
T 7914  1 .6374295E+07   1488000E+01  .7715E+06  .3102E+06   .9943456  .0927786  .0516613
T 7915  1 .6557408E+07   1488000E+01  .3660E+06  .1005E+06   .9996665 -.0242409  .0089013
T 7916  1 .6206595E+07   1488000E+01 -.2917E+06  .3096E+06   .9996644 -.0242632 -.0090762
T 7917  1 .6651643E+07   1488000E+01 -.3878E+05  .3089E+06   .9972164 -.0049920  .0743945
T 7918  1 .6145000E+07   1488000E+01  .3227E+06  .5730E+05   .9985390  .0532520 -.0091698
T 7919  1 .6501118E+07   1488000E+01 -.8963E+05  .1741E+06   .9991837 -.0167107 -.0367800
T 7920  1 .6240546E+07   1488000E+01  .1213E+06 -.2995E+06   .9978548  .0576158 -.0310838
T 7921  1 .5861355E+07   1488000E+01 -.8310E+06 -.6849E+06   .9963673 -.0522705 -.0672302
T 7922  1 .6203007E+07   1488000E+01  .7078E+06 -.4900E+06   .9888632  .1473314 -.0210460
T 7923  1 .6452716E+07   1488000E+01  .3534E+06  .5620E+05   .9993461  .0342751  .0115119
T 7924  1 .6552280E+07   1488000E+01 -.2563E+06 -.6341E+05   .9993977  .0343791 -.0047312
T 7925  1 .6175864E+07   1488000E+01 -.8482E+05 -.1554E+06   .9971226 -.0652679 -.0385575
T 7926  1 .6872605E+07   1488000E+01 -.8886E+06  .3727E+06   .9968386 -.0723776  .0327778
T 7927  1 .7103120E+07   1488000E+01 -.2000E+06  .1595E+06   .9994362 -.0277953  .0188319
T 7928  1 .5958403E+07   1488000E+01  .4268E+06  .7293E+06   .9948845  .0844879  .0553773
T 7929  1 .7048768E+07   1488000E+01 -.4752E+06  .2598E+06   .9992332 -.0125144 -.0371010
T 7930  1 .6395246E+07   1488000E+01 -.1567E+06  .4485E+06   .9985015 -.0301240  .0456873
T 7931  1 .6626271E+07   1488000E+01 -.3283E+06  .1318E+06   .9979118 -.0483428  .0428374
T 7932  1 .6483218E+07   1488000E+01  .1329E+06 -.1694E+06   .9994234  .0310446  .0137504
T 7933  1 .6428057E+07   1488000E+01  .5343E+05 -.1985E+06   .9986738 -.0286737 -.0427597
T 7934  1 .6023577E+07   1488000E+01  .5425E+06 -.1852E+06   .9984061  .0563253 -.0035764
T 7935  1 .6867047E+07   1488000E+01  .6081E+06 -.2178E+06   .9942593  .0919755  .0546706
T 7936  1 .6840562E+07   1488000E+01 -.3211E+06  .3218E+04   .9992319 -.0388212 -.0053353
T 7937  1 .6475235E+07   1488000E+01 -.1744E+06 -.1819E+06   .9967760 -.0796261 -.0098619
T 7938  1 .6224322E+07   1488000E+01  .7875E+05 -.7051E+06   .9928942 -.0194704 -.1173966
T 7939  1 .6627341E+07   1488000E+01  .1667E+06 -.3616E+05   .9997122 -.0199552 -.0133188
T 7940  1 .6455169E+07   1488000E+01 -.5089E+05 -.2975E+06   .9994690 -.0239478 -.0220937
T 7941  1 .6382895E+07   1488000E+01  .4864E+06 -.2185E+06   .9880234  .0577878 -.1430743
T 7942  1 .6437687E+07   1488000E+01 -.1190E+06  .5894E+06   .9994924  .0218781  .0231594
T 7943  1 .6349815E+07   1488000E+01 -.2075E+06  .3417E+06   .9977868 -.0662128 -.0061122
T 7944  1 .6615824E+07   1488000E+01  .1531E+06 -.6789E+06   .9951760  .0128816 -.0972566
T 7945  1 .6708405E+07   1488000E+01  .3268E+06  .1412E+06   .9987635  .0303505  .0393748
T 7946  1 .6478309E+07   1488000E+01 -.8462E+05 -.1615E+06   .9996675 -.0006256 -.0257778
T 7947  1 .6797847E+07   1488000E+01 -.2112E+06 -.1941E+06   .9998915 -.0144462 -.0028741
T 7948  1 .6129326E+07   1488000E+01 -.9138E+05  .1586E+06   .9983757  .0164876  .0545350
T 7949  1 .6305804E+07   1488000E+01 -.1337E+06  .2970E+06   .9938292 -.0248899  .1080926
T 7950  1 .5863309E+07   1488000E+01  .1493E+05  .1721E+06   .9987658 -.0057208  .0493368
T 7951  1 .6374437E+07   1488000E+01  .1430E+07 -.6551E+05   .9849958  .1670192  .0434501
T 7952  1 .6224754E+07   1488000E+01 -.5353E+06 -.7718E+06   .9936467 -.0510702 -.1002897
T 7953  1 .6186049E+07   1488000E+01 -.1061E+06 -.2796E+06   .9993065 -.0156705 -.0337780
T 7954  1 .5829717E+07   1488000E+01 -.1025E+06 -.2117E+06   .9914255  .0811870 -.1023922
T 7955  1 .6424596E+07   1488000E+01  .1520E+07 -.2548E+06   .9898083  .1424025 -.0010452
T 7956  1 .5469785E+07   1488000E+01 -.6594E+05  .1646E+05   .9992655  .0380501 -.0045397
T 7957  1 .6309937E+07   1488000E+01  .3277E+06  .2070E+06   .9982944  .0294458  .0504115
T 7958  1 .6093806E+07   1488000E+01 -.5318E+06  .3740E+06   .9951070 -.0822467  .0547506
T 7959  1 .6185927E+07   1488000E+01  .9839E+05  .7669E+06   .9990574 -.0092174  .0424187
T 7960  1 .6337787E+07   1488000E+01  .4007E+05  .7304E+06   .9969472 -.0271983  .0731884
T 7961  1 .6529262E+07   1488000E+01 -.2726E+06 -.1619E+06   .9986386 -.0137137 -.0503270
T 7962  1 .6903756E+07   1488000E+01  .7652E+04  .6366E+06   .9954141  .0094312  .0951932
T 7963  1 .6569994E+07   1488000E+01 -.5628E+05  .1451E+06   .9999480  .0019229  .0100151
T 7964  1 .6787750E+07   1488000E+01 -.4473E+06  .2670E+06   .9978999 -.0633637  .0134492
T 7965  1 .6326148E+07   1488000E+01  .3619E+06  .1379E+06   .9980152  .0629035  .0029840
T 7966  1 .6333817E+07   1488000E+01  .4427E+06  .4194E+06   .9948138  .0285231  .0976317
T 7967  1 .5856435E+07   1488000E+01  .3069E+06 -.3634E+06   .9943875  .0528594 -.0916480
T 7968  1 .6081885E+07   1488000E+01 -.8222E+05 -.8922E+05   .9996107  .0273294  .0056239
T 7969  1 .6406571E+07   1488000E+01 -.1491E+06  .4247E+06   .9945115 -.0072674  .1043750
T 7970  1 .6511024E+07   1488000E+01 -.1358E+06 -.2421E+06   .9988828 -.0039797 -.0470889
T 7971  1 .6383683E+07   1488000E+01  .4115E+06 -.3903E+06   .9943066  .0928362 -.0523042
T 7972  1 .6505516E+07   1488000E+01  .1908E+06  .3031E+06   .9974602  .0079217  .0707839
T 7973  1 .6316400E+07   1488000E+01  .2212E+06 -.2490E+06   .9995231  .0294394 -.0093236
T 7974  1 .6533670E+07   1488000E+01 -.2102E+06  .2389E+06   .9991892 -.0279289  .0289991
T 7975  1 .6070719E+07   1488000E+01  .5186E+06 -.2260E+06   .9931653 -.0110192 -.1161947
T 7976  1 .6281870E+07   1488000E+01 -.3076E+06  .1930E+06   .9982666 -.0492244  .0322605
T 7977  1 .5477717E+07   1488000E+01  .7302E+05 -.2326E+05   .9986995 -.0499606  .0101588
T 7978  1 .6593123E+07   1488000E+01  .4126E+05 -.3156E+06   .9965627 -.0528612 -.0637840
T 7979  1 .6639367E+07   1488000E+01  .7168E+05 -.2650E+06   .9990898  .0245105 -.0349124
T 7980  1 .6454743E+07   1488000E+01 -.3072E+05 -.2967E+06   .9992618 -.0073827 -.0377003
T 7981  1 .6274258E+07   1488000E+01  .5782E+05 -.7743E+06   .9927956 -.0412922 -.1124801
T 7982  1 .6081344E+07   1488000E+01 -.5009E+06 -.3757E+06   .9968259 -.0779967 -.0159554
T 7983  1 .6212873E+07   1488000E+01 -.3330E+06  .3760E+05   .9958884 -.0874073 -.0237971
T 7984  1 .5858212E+07   1488000E+01 -.4433E+05  .1048E+07   .9958693  .0259376  .0870145
T 7985  1 .6351214E+07   1488000E+01  .7075E+04  .2975E+06   .9995840 -.0160604  .0239550
T 7987  1 .6327099E+07   1488000E+01 -.3467E+05 -.1340E+06   .9995480 -.0300056 -.0018745
T 7988  1 .6711102E+07   1488000E+01 -.2117E+06 -.8503E+05   .9996510 -.0221559  .0143860
T 7989  1 .6426278E+07   1488000E+01 -.5404E+06 -.1196E+06   .9980330 -.0575458 -.0248732
T 7990  1 .6685301E+07   1488000E+01 -.4806E+05  .3497E+06   .9974765 -.0350610  .0617355
T 7991  1 .6872214E+07   1488000E+01 -.4162E+06 -.3849E+05   .9936406 -.0150747 -.1115850
T 7992  1 .6685987E+07   1488000E+01  .1234E+05  .8128E+06   .9928814  .0121595  .1184845
T 7993  1 .6317534E+07   1488000E+01 -.7455E+05  .3452E+06   .9979805  .0272337  .0573862
T 7994  1 .6235090E+07   1488000E+01 -.2796E+06 -.1055E+07   .9933533 -.0114404 -.1145353
