============================== SRIM-2013.00 ==============================
==============================================================================
=================  TRANSMIT.txt : File of Transmitted Ions  ==================
=  This file tabulates the kinetics of ions or atoms leaving the target.     =
=  Column #1: S= Sputtered Atom, B= Backscattered Ion, T= Transmitted Ion.   =
=  Col.#2: Ion Number, Col.#3: Z of atom leaving, Col.#4: Atom energy (eV).  =
=  Col.#5-7: Last location:  X= Depth into target, Y,Z= Transverse axes.     =
=  Col.#8-10: Cosines of final trajectory.                                   =
= *** This data file is in the same format as TRIM.DAT (see manual for uses).=
====== TRIM Calc.=  H(18.1 MeV) ==> Layer 1( 1.48 mm) ========================
 Ion  Atom   Energy        Depth       Lateral-Position        Atom Direction      
 Numb Numb    (eV)          X(A)        Y(A)       Z(A)      Cos(X)  Cos(Y) Cos(Z) 
T 1856  1 .6210228E+07   1488000E+01  .2950E+06 -.2100E+06   .9989028  .0248209 -.0397133
T 1857  1 .6079029E+07   1488000E+01 -.5262E+06  .5787E+05   .9965059 -.0605120  .0575693
T 1858  1 .6354347E+07   1488000E+01 -.1168E+06  .1365E+06   .9977946 -.0246625  .0616259
T 1859  1 .6636238E+07   1488000E+01 -.1385E+06 -.3573E+06   .9778753 -.1962319 -.0724769
T 1860  1 .6092001E+07   1488000E+01 -.1437E+05 -.1829E+06   .9998782  .0010903 -.0155694
T 1861  1 .6295310E+07   1488000E+01 -.6474E+06 -.4532E+06   .9963506 -.0509391 -.0684887
T 1862  1 .6477452E+07   1488000E+01 -.9714E+05  .1281E+06   .9994060  .0114378  .0325074
T 1863  1 .6735568E+07   1488000E+01 -.3993E+06 -.5172E+05   .9986282  .0451752 -.0264751
T 1864  1 .6154183E+07   1488000E+01 -.7957E+06  .7361E+06   .9909743 -.0793979  .1080092
T 1865  1 .6371091E+07   1488000E+01 -.1760E+06 -.1715E+06   .9957058 -.0891589 -.0249141
T 1866  1 .6625405E+07   1488000E+01  .3370E+05  .3093E+06   .9998687  .0092685 -.0132950
T 1867  1 .6080002E+07   1488000E+01 -.2186E+06 -.5422E+05   .9995387 -.0084705  .0291651
T 1868  1 .5920744E+07   1488000E+01 -.1614E+06 -.8057E+06   .9957837 -.0393734 -.0828531
T 1869  1 .6568267E+07   1488000E+01 -.2140E+06 -.8848E+05   .9992303 -.0194453  .0340682
T 1870  1 .6613481E+07   1488000E+01 -.2223E+06  .4052E+06   .9990843 -.0376821  .0202624
T 1871  1 .6238204E+07   1488000E+01 -.5935E+05 -.1516E+06   .9997108 -.0001287 -.0240459
T 1872  1 .5078783E+07   1488000E+01  .1843E+06 -.3452E+07   .9682573 -.0786716 -.2372521
T 1873  1 .6518782E+07   1488000E+01 -.3387E+06 -.1795E+06   .9997075 -.0191908 -.0147182
T 1874  1 .6467815E+07   1488000E+01  .3772E+06 -.1151E+06   .9983957  .0517064 -.0230749
T 1875  1 .6224641E+07   1488000E+01  .1751E+06 -.4683E+06   .9998954  .0052933 -.0134631
T 1876  1 .6444016E+07   1488000E+01  .6502E+06  .3282E+06   .9926839  .1207283  .0018283
T 1877  1 .6653954E+07   1488000E+01 -.5435E+06 -.2660E+06   .9999907  .0022237  .0037075
T 1878  1 .6794064E+07   1488000E+01 -.1320E+06 -.3498E+05   .9997708 -.0066087  .0203653
T 1879  1 .6439953E+07   1488000E+01 -.2790E+06 -.1892E+06   .9995881 -.0150017 -.0244676
T 1880  1 .6775814E+07   1488000E+01 -.4988E+06 -.4924E+05   .9972496 -.0538974  .0508756
T 1881  1 .6246429E+07   1488000E+01  .1231E+06  .2996E+06   .9994798  .0302050  .0113013
T 1882  1 .6263331E+07   1488000E+01 -.2041E+06  .3371E+06   .9965622 -.0788169  .0255271
T 1883  1 .5664083E+07   1488000E+01  .1188E+07 -.2847E+07   .9393492  .1063927 -.3260425
T 1884  1 .6631157E+07   1488000E+01  .4825E+05  .9669E+05   .9979268  .0538896 -.0351857
T 1885  1 .5823648E+07   1488000E+01 -.6943E+05  .3315E+06   .9983263 -.0576202  .0049446
T 1886  1 .6437272E+07   1488000E+01 -.1033E+06  .2915E+06   .9984960 -.0476689  .0270809
T 1887  1 .6601762E+07   1488000E+01 -.1230E+06  .9388E+06   .9896264 -.0885603  .1131223
T 1888  1 .6469874E+07   1488000E+01 -.3317E+06  .4143E+05   .9971570 -.0431298 -.0617878
T 1889  1 .6648116E+07   1488000E+01  .1079E+06 -.7820E+05   .9985615  .0421703 -.0331139
T 1890  1 .6374435E+07   1488000E+01  .3562E+06  .3117E+06   .9952101  .0905026  .0369605
T 1891  1 .6202610E+07   1488000E+01  .9117E+05 -.2519E+05   .9983216 -.0010267  .0579038
T 1892  1 .5863161E+07   1488000E+01  .1749E+06 -.9825E+05   .9974520  .0675430 -.0229648
T 1893  1 .6658690E+07   1488000E+01 -.4203E+06 -.3947E+06   .9942141 -.0943214 -.0513976
T 1894  1 .6387109E+07   1488000E+01 -.2596E+06  .4110E+06   .9994975 -.0296486  .0112097
T 1895  1 .6376907E+07   1488000E+01  .3705E+06  .1269E+07   .9910901  .0688403  .1140236
T 1896  1 .6425216E+07   1488000E+01  .2425E+06 -.2093E+06   .9942102  .0545781 -.0925594
T 1897  1 .6217461E+07   1488000E+01 -.2788E+06 -.1760E+06   .9982852 -.0577307 -.0096821
T 1898  1 .6445115E+07   1488000E+01 -.4821E+06  .5634E+06   .9923627 -.0877185  .0867274
T 1899  1 .6889752E+07   1488000E+01  .7930E+05 -.2802E+06   .9988857  .0466438 -.0071897
T 1900  1 .6333342E+07   1488000E+01 -.3739E+06  .3058E+06   .9935024 -.0594748  .0970347
T 1901  1 .6176564E+07   1488000E+01  .4300E+06  .2601E+06   .9918298  .0816121  .0980464
T 1902  1 .7185099E+07   1488000E+01 -.3075E+06 -.4990E+05   .9990464 -.0434985 -.0037556
T 1903  1 .6318978E+07   1488000E+01  .2781E+06 -.2017E+06   .9985311  .0533755 -.0093075
T 1904  1 .6735334E+07   1488000E+01 -.3803E+05  .4297E+06   .9936010 -.0331527  .1079720
T 1905  1 .6390932E+07   1488000E+01  .1959E+06 -.3048E+06   .9929839  .0466943 -.1086401
T 1906  1 .6817698E+07   1488000E+01 -.1093E+06  .2547E+06   .9986767  .0052027  .0511649
T 1907  1 .5867859E+07   1488000E+01  .2267E+06 -.7792E+05   .9995161  .0253089  .0180847
T 1908  1 .6360739E+07   1488000E+01 -.3174E+06 -.1769E+06   .9990028 -.0435855 -.0096754
T 1909  1 .6342020E+07   1488000E+01  .3227E+06  .2457E+06   .9988248  .0443515  .0195445
T 1910  1 .6268445E+07   1488000E+01  .3568E+06  .8402E+05   .9973670  .0722755 -.0059400
T 1911  1 .6030648E+07   1488000E+01  .1961E+06 -.2264E+06   .9984222  .0377039 -.0416107
T 1912  1 .6849827E+07   1488000E+01 -.8518E+05  .2687E+05   .9993457 -.0217708 -.0288811
T 1913  1 .7118088E+07   1488000E+01 -.1606E+06  .1583E+06   .9985496  .0253687  .0474882
T 1914  1 .6093545E+07   1488000E+01 -.1222E+06  .2989E+06   .9968986 -.0260200  .0742706
T 1915  1 .6510391E+07   1488000E+01  .3091E+06  .1026E+07   .9734158 -.1468510  .1757741
T 1916  1 .6108646E+07   1488000E+01  .6529E+06 -.7165E+06   .9937808  .0722885 -.0846996
T 1917  1 .6952490E+07   1488000E+01 -.2644E+06 -.2239E+06   .9983410 -.0510980 -.0265364
T 1918  1 .6102472E+07   1488000E+01 -.4012E+06  .7036E+05   .9957690 -.0898142 -.0194286
T 1919  1 .6773564E+07   1488000E+01 -.2164E+06  .3532E+06   .9942575 -.0782408  .0730090
T 1920  1 .6332200E+07   1488000E+01 -.4198E+06  .1788E+05   .9975894 -.0496055  .0485242
T 1921  1 .6471880E+07   1488000E+01  .5876E+04  .3349E+05   .9985112 -.0106173 -.0535038
T 1922  1 .5918978E+07   1488000E+01  .4031E+06 -.9249E+05   .9985445  .0479978  .0245982
T 1923  1 .6664827E+07   1488000E+01  .2975E+04 -.2111E+06   .9984378  .0479874  .0286206
T 1924  1 .6524096E+07   1488000E+01  .4729E+06 -.2490E+06   .9977546  .0294956 -.0601307
T 1925  1 .5746071E+07   1488000E+01  .3166E+06 -.9052E+06   .9873294  .0149854 -.1579750
T 1926  1 .6345618E+07   1488000E+01 -.5187E+06  .1627E+06   .9945256 -.1041238  .0087742
T 1927  1 .6522796E+07   1488000E+01 -.1927E+06  .3205E+06   .9999386  .0082799  .0073713
T 1928  1 .6559465E+07   1488000E+01  .3199E+06 -.4013E+06   .9923295  .0987922 -.0743119
T 1929  1 .6438769E+07   1488000E+01 -.3141E+06 -.3368E+06   .9997554  .0198525 -.0097509
T 1930  1 .6932475E+07   1488000E+01  .7442E+05 -.1633E+06   .9983437  .0525053  .0235179
T 1931  1 .6137769E+07   1488000E+01  .3612E+06 -.3016E+05   .9995689 -.0028068 -.0292260
T 1932  1 .6506837E+07   1488000E+01 -.1665E+06 -.4671E+05   .9998503 -.0019452 -.0171931
T 1933  1 .7138229E+07   1488000E+01 -.2751E+06  .3563E+06   .9899076 -.0867813  .1120354
T 1934  1 .6712540E+07   1488000E+01  .6692E+06  .5318E+06   .9846064  .1721816  .0300616
T 1935  1 .6520814E+07   1488000E+01 -.5196E+06  .1107E+06   .9983118 -.0565802 -.0131264
T 1936  1 .6969113E+07   1488000E+01  .6118E+06  .7511E+05   .9939401  .1098914 -.0026354
T 1937  1 .6205018E+07   1488000E+01 -.1289E+07 -.7528E+06   .9908665 -.0674655 -.1167558
T 1938  1 .6418246E+07   1488000E+01 -.4461E+06  .9700E+05   .9947426 -.1023601  .0030805
T 1939  1 .6080126E+07   1488000E+01  .3679E+06 -.1509E+06   .9995939  .0283090  .0032583
T 1940  1 .6698654E+07   1488000E+01  .2069E+06  .1977E+06   .9986310  .0141256  .0503647
T 1941  1 .6395749E+07   1488000E+01 -.1773E+06 -.4822E+06   .9941233  .0252966 -.1052566
T 1942  1 .6169541E+07   1488000E+01  .1169E+07 -.8473E+05   .9408883  .3280891 -.0841832
T 1943  1 .5724484E+07   1488000E+01 -.4932E+06  .3328E+05   .9968749 -.0789755 -.0018351
T 1944  1 .6945864E+07   1488000E+01 -.6697E+04  .5638E+06   .9973728  .0264631  .0674332
T 1945  1 .6221703E+07   1488000E+01 -.2974E+06  .1388E+06   .9996894 -.0248886 -.0012766
T 1946  1 .6751382E+07   1488000E+01 -.3223E+05 -.2692E+06   .9985558 -.0079843 -.0531272
T 1947  1 .6365462E+07   1488000E+01 -.3818E+05  .2877E+06   .9987081  .0446097  .0243341
T 1948  1 .6092983E+07   1488000E+01  .5054E+05  .1024E+07   .9984179  .0180652  .0532480
T 1949  1 .6912271E+07   1488000E+01 -.9975E+05 -.2031E+06   .9951679 -.0264879 -.0945476
T 1950  1 .6583405E+07   1488000E+01  .4033E+06 -.1420E+06   .9983869  .0478985 -.0304859
T 1951  1 .6027649E+07   1488000E+01  .1082E+06  .4640E+06   .9982567 -.0300388  .0508059
T 1952  1 .6319120E+07   1488000E+01  .3404E+06 -.1313E+07   .9377548  .0923028 -.3348075
T 1953  1 .6157688E+07   1488000E+01 -.1212E+07 -.5141E+06   .9862557 -.1522215 -.0642525
T 1954  1 .6703695E+07   1488000E+01 -.5017E+06 -.1691E+06   .9947986 -.0995439 -.0216045
T 1955  1 .6475690E+07   1488000E+01  .7198E+06  .1067E+06   .9986816  .0417355  .0298876
T 1956  1 .6665604E+07   1488000E+01 -.4486E+06 -.4021E+06   .9977381 -.0443169 -.0505447
T 1957  1 .6081410E+07   1488000E+01  .2186E+06 -.3572E+06   .9957316  .0911947 -.0142141
T 1958  1 .6569190E+07   1488000E+01 -.4960E+06 -.5693E+06   .9923055 -.0300255 -.1201179
T 1959  1 .6479988E+07   1488000E+01  .5368E+05  .7456E+06   .9939679  .0289596  .1057789
T 1960  1 .6582866E+07   1488000E+01 -.3212E+06 -.1754E+06   .9991688 -.0383063 -.0139404
T 1961  1 .6368310E+07   1488000E+01  .2924E+06 -.2813E+06   .9978749  .0651507 -.0010233
T 1962  1 .6588247E+07   1488000E+01 -.5651E+05  .3012E+06   .9973130  .0630063  .0373777
T 1963  1 .6157558E+07   1488000E+01  .1690E+06  .2049E+06   .9931587  .1139472  .0255328
T 1964  1 .6080700E+07   1488000E+01  .3274E+05 -.1910E+06   .9999127  .0016317 -.0131084
T 1965  1 .6378715E+07   1488000E+01  .1559E+06 -.1784E+06   .9998951  .0100497 -.0104276
T 1966  1 .6599620E+07   1488000E+01  .2530E+06 -.6321E+06   .9936561  .0485249 -.1014536
T 1967  1 .5691006E+07   1488000E+01 -.8475E+06 -.3188E+06   .9933429 -.1139369 -.0169790
T 1968  1 .6216360E+07   1488000E+01 -.4650E+06 -.2508E+06   .9968525 -.0785566 -.0106723
T 1969  1 .6123965E+07   1488000E+01 -.5667E+06 -.1223E+06   .9988787 -.0462177  .0102639
T 1970  1 .6558448E+07   1488000E+01  .1120E+06 -.5016E+06   .9987209  .0090754 -.0497418
T 1971  1 .6134564E+07   1488000E+01 -.7795E+05  .4022E+06   .9997349 -.0114199  .0199937
T 1972  1 .7035438E+07   1488000E+01  .2711E+06  .3694E+04   .9964744  .0837731  .0045591
T 1973  1 .6161547E+07   1488000E+01  .4743E+06 -.2212E+06   .9972146  .0719237 -.0197474
T 1974  1 .6192861E+07   1488000E+01  .6070E+06 -.1378E+06   .9995179  .0264117 -.0163231
T 1975  1 .6743099E+07   1488000E+01  .1467E+06  .3868E+06   .9995104 -.0062645  .0306540
T 1976  1 .6081274E+07   1488000E+01 -.1131E+06 -.4590E+06   .9991422 -.0281766 -.0303482
T 1977  1 .6767485E+07   1488000E+01  .3923E+06 -.1942E+06   .9996788  .0035771 -.0250909
T 1978  1 .6354568E+07   1488000E+01  .2223E+06 -.6935E+05   .9982059  .0539169  .0260373
T 1979  1 .6447053E+07   1488000E+01 -.5178E+06 -.9388E+06   .9869418 -.0753713 -.1423550
T 1980  1 .6491041E+07   1488000E+01  .3468E+06 -.1316E+06   .9981633  .0604764  .0035437
T 1981  1 .6683446E+07   1488000E+01  .3119E+06 -.4639E+06   .9990661  .0084235 -.0423797
T 1982  1 .6246036E+07   1488000E+01  .2489E+06 -.2801E+06   .9998778 -.0150541  .0042052
T 1983  1 .5623389E+07   1488000E+01  .2456E+06  .8329E+05   .9990864  .0128743  .0407499
T 1984  1 .6506227E+07   1488000E+01  .7505E+06 -.6237E+06   .9916073  .1080829 -.0709440
T 1985  1 .6649284E+07   1488000E+01  .6494E+05 -.3176E+06   .9992867  .0355430 -.0127601
T 1986  1 .6224517E+07   1488000E+01 -.4296E+06  .7201E+06   .9849748 -.1170929  .1269406
T 1987  1 .6668022E+07   1488000E+01  .3054E+06  .7395E+05   .9993190  .0299864 -.0215041
T 1988  1 .6349152E+07   1488000E+01 -.9387E+05  .3176E+06   .9991715  .0304551  .0269952
T 1989  1 .6145535E+07   1488000E+01  .1864E+05  .1947E+06   .9988892 -.0239067  .0406054
T 1990  1 .5953653E+07   1488000E+01 -.2275E+06 -.3303E+06   .9941891 -.0903526 -.0585190
T 1991  1 .7254440E+07   1488000E+01 -.2956E+06 -.1038E+06   .9976572 -.0610425 -.0308850
T 1992  1 .6359741E+07   1488000E+01  .3453E+06 -.3174E+06   .9993227  .0083159 -.0358465
T 1993  1 .6484542E+07   1488000E+01 -.1682E+06  .7592E+05   .9987444 -.0496282  .0068258
T 1994  1 .6718406E+07   1488000E+01  .1259E+06 -.4179E+06   .9979913  .0407172 -.0485327
T 1995  1 .6059080E+07   1488000E+01  .3814E+05 -.5144E+05   .9987141  .0347156  .0369447
T 1996  1 .6204976E+07   1488000E+01  .4755E+06 -.3326E+06   .9941055  .0567216 -.0923953
T 1997  1 .6178992E+07   1488000E+01  .7849E+05 -.5518E+06   .9979594 -.0157565 -.0618770
T 1998  1 .6204919E+07   1488000E+01 -.4040E+05  .6059E+06   .9948235 -.0329158  .0961397
T 1999  1 .6473876E+07   1488000E+01 -.2274E+06 -.4937E+06   .9811071  .0118732 -.1931006
T 2000  1 .6325130E+07   1488000E+01 -.3504E+06  .4501E+06   .9975420 -.0222139  .0664567
T 2001  1 .6501027E+07   1488000E+01  .2898E+06  .2311E+06   .9956278 -.0831195 -.0426185
T 2002  1 .6475540E+07   1488000E+01  .2948E+06  .2372E+06   .9999856 -.0048730  .0022400
T 2003  1 .6277200E+07   1488000E+01 -.4106E+06  .2196E+06   .9974122 -.0372343  .0615025
T 2004  1 .6299272E+07   1488000E+01 -.2934E+06 -.1828E+06   .9923783 -.1077702 -.0597568
T 2005  1 .6491411E+07   1488000E+01  .2623E+06 -.1865E+06   .9990651  .0303883 -.0307473
T 2006  1 .6884541E+07   1488000E+01 -.5339E+04  .1575E+06   .9997760  .0110286 -.0180616
T 2007  1 .6039523E+07   1488000E+01  .3099E+06  .7515E+06   .9936146 -.0324499  .1080601
T 2008  1 .6234761E+07   1488000E+01 -.5434E+06  .1152E+06   .9998084  .0142085  .0134649
T 2009  1 .6690611E+07   1488000E+01  .1211E+06  .5600E+06   .9987837 -.0085934  .0485508
T 2010  1 .6559774E+07   1488000E+01 -.1048E+06 -.2223E+06   .9999474 -.0078323  .0066276
T 2011  1 .6554048E+07   1488000E+01  .2252E+06 -.1160E+06   .9996015  .0175985 -.0220695
T 2012  1 .6443571E+07   1488000E+01  .7285E+05 -.1167E+06   .9993147 -.0212844 -.0302824
T 2013  1 .6726834E+07   1488000E+01  .1797E+06 -.7598E+06   .9983926  .0295480 -.0483651
T 2014  1 .6450285E+07   1488000E+01  .8874E+05  .2920E+05   .9997557 -.0139818  .0171213
T 2015  1 .7053369E+07   1488000E+01 -.4375E+06  .8085E+06   .9917948 -.0912389  .0895457
T 2016  1 .6176919E+07   1488000E+01 -.4466E+06 -.1043E+06   .9974342 -.0359130 -.0619296
T 2017  1 .6433708E+07   1488000E+01 -.1805E+06  .2449E+06   .9944955 -.0353988  .0986181
T 2018  1 .6705151E+07   1488000E+01  .3337E+06  .1902E+06   .9951656 -.0653430  .0733191
T 2019  1 .6034119E+07   1488000E+01 -.3971E+06 -.2142E+06   .9944249 -.1015244 -.0284935
T 2020  1 .6371110E+07   1488000E+01  .1929E+06 -.4137E+06   .9998310  .0182926 -.0018253
T 2021  1 .6059082E+07   1488000E+01 -.2697E+06 -.5838E+06   .9946881  .0197792 -.1010168
T 2022  1 .7185206E+07   1488000E+01  .3966E+06 -.4331E+05   .9968001  .0729271  .0327288
T 2023  1 .6361091E+07   1488000E+01 -.1400E+06 -.1468E+06   .9980837 -.0598988 -.0155254
T 2024  1 .6461261E+07   1488000E+01  .2818E+06  .1041E+07   .9938311  .0578755  .0946051
T 2025  1 .6148708E+07   1488000E+01  .3753E+06 -.2126E+06   .9909418  .1185461 -.0630959
T 2026  1 .6258840E+07   1488000E+01 -.6365E+06 -.1583E+05   .9983182 -.0564354 -.0132601
T 2027  1 .6750860E+07   1488000E+01  .8786E+05  .3275E+06   .9969995  .0772381  .0051170
T 2028  1 .6302466E+07   1488000E+01 -.4926E+06 -.2047E+06   .9978581 -.0137583 -.0639530
T 2029  1 .5996941E+07   1488000E+01  .3912E+05 -.1916E+06   .9993866 -.0234286 -.0260279
T 2030  1 .6182288E+07   1488000E+01 -.1951E+06 -.5816E+06   .9938978 -.0531014 -.0966817
T 2031  1 .6132298E+07   1488000E+01 -.6495E+05 -.3733E+06   .9968997  .0103657 -.0779967
T 2032  1 .6682805E+07   1488000E+01 -.4787E+06 -.5906E+05   .9999964  .0025983 -.0006997
T 2033  1 .6856354E+07   1488000E+01  .1066E+06  .2682E+06   .9994094 -.0221727  .0262517
T 2034  1 .6398357E+07   1488000E+01  .4119E+06 -.1559E+06   .9996755 -.0195633  .0163156
T 2035  1 .6533538E+07   1488000E+01  .2472E+06  .2783E+06   .9994412 -.0026257  .0333218
T 2036  1 .6655333E+07   1488000E+01  .1552E+06 -.3677E+06   .9985147  .0450301 -.0306714
T 2037  1 .5698307E+07   1488000E+01  .2937E+06  .2048E+06   .9981902  .0588184  .0125192
T 2038  1 .6519506E+07   1488000E+01 -.1060E+06 -.4341E+06   .9986674  .0028371 -.0515302
T 2039  1 .6598229E+07   1488000E+01  .1051E+07  .6423E+06   .9896717  .1433312 -.0024566
T 2040  1 .6202230E+07   1488000E+01 -.2858E+06 -.2186E+06   .9993991  .0132007 -.0320511
T 2041  1 .6160527E+07   1488000E+01 -.2871E+06  .5442E+06   .9996127 -.0000295  .0278291
T 2042  1 .5990201E+07   1488000E+01  .1029E+06 -.3579E+06   .9954031 -.0420662 -.0860412
T 2043  1 .6622176E+07   1488000E+01 -.1402E+06  .1543E+06   .9977780 -.0221551  .0628352
T 2044  1 .6405173E+07   1488000E+01  .1046E+06  .3804E+06   .9968122 -.0110807  .0790106
T 2045  1 .6086618E+07   1488000E+01  .1113E+06  .3142E+06   .9968751  .0357080  .0704630
T 2046  1 .6270909E+07   1488000E+01  .7341E+06  .1216E+05   .9989697  .0376474 -.0253438
T 2047  1 .6537736E+07   1488000E+01 -.3483E+05 -.3675E+06   .9982149  .0332182 -.0496353
T 2048  1 .6456159E+07   1488000E+01 -.3309E+06 -.2570E+06   .9982218 -.0596071  .0005513
T 2049  1 .6641604E+07   1488000E+01  .1637E+06  .1961E+06   .9962721  .0380363  .0774287
T 2050  1 .6457751E+07   1488000E+01  .2076E+06 -.2574E+05   .9995676  .0116770  .0269879
T 2051  1 .6402761E+07   1488000E+01  .3257E+06  .1947E+06   .9993964  .0347367  .0003844
T 2052  1 .5979311E+07   1488000E+01 -.1153E+06 -.5407E+06   .9961621  .0427760 -.0763624
T 2053  1 .6698385E+07   1488000E+01 -.7459E+05 -.1703E+05   .9999255 -.0100081  .0069923
T 2054  1 .6902883E+07   1488000E+01 -.3273E+05  .1843E+06   .9990259 -.0367624  .0244078
T 2055  1 .6048800E+07   1488000E+01 -.1665E+06  .2469E+06   .9966606 -.0799970  .0163725
T 2056  1 .6473898E+07   1488000E+01 -.1062E+06  .1381E+06   .9990521  .0259178  .0349740
T 2057  1 .6744947E+07   1488000E+01 -.5390E+06  .2137E+06   .9828659 -.1397432  .1201933
T 2058  1 .6185181E+07   1488000E+01 -.1158E+07 -.4728E+06   .9877328 -.1486008 -.0479762
T 2059  1 .6087299E+07   1488000E+01 -.3922E+05  .1080E+06   .9999150  .0122215 -.0045492
T 2060  1 .6122790E+07   1488000E+01 -.1810E+06  .2702E+06   .9983990 -.0556263 -.0102549
T 2061  1 .6427362E+07   1488000E+01  .3466E+06  .7569E+05   .9994378  .0335249 -.0003612
T 2062  1 .5973667E+07   1488000E+01 -.2565E+06 -.1349E+06   .9969663 -.0489916 -.0604818
T 2063  1 .7253503E+07   1488000E+01 -.1089E+06 -.4775E+06   .9941705  .0082712 -.1075021
T 2064  1 .6790890E+07   1488000E+01 -.7538E+05 -.1465E+06   .9991357 -.0388390 -.0148141
T 2065  1 .5948279E+07   1488000E+01 -.7790E+04 -.4678E+06   .9995448  .0301254 -.0016529
T 2066  1 .6760835E+07   1488000E+01 -.1459E+06 -.4070E+06   .9979121  .0107616 -.0636831
T 2067  1 .6189716E+07   1488000E+01  .2368E+06  .1327E+06   .9997810 -.0107721  .0179423
T 2068  1 .6655272E+07   1488000E+01  .2810E+06  .3631E+05   .9994788  .0315213  .0069670
T 2069  1 .6113092E+07   1488000E+01  .1347E+06 -.3328E+06   .9981123  .0296039 -.0538090
T 2070  1 .6659651E+07   1488000E+01 -.1704E+06  .5943E+05   .9998478 -.0046302 -.0168213
T 2071  1 .6333624E+07   1488000E+01 -.3285E+06 -.4328E+06   .9976442 -.0596578 -.0338677
T 2072  1 .6160846E+07   1488000E+01  .5493E+06 -.2102E+05   .9979834  .0344354 -.0533238
T 2073  1 .6263144E+07   1488000E+01  .4392E+06  .4120E+06   .9970728  .0635077  .0425750
T 2074  1 .6402680E+07   1488000E+01  .1274E+06 -.1047E+06   .9999539 -.0084267  .0045946
T 2075  1 .6703736E+07   1488000E+01  .2749E+06 -.3910E+06   .9955096  .0059550 -.0944728
T 2076  1 .6692969E+07   1488000E+01  .9506E+04  .1900E+06   .9989678  .0279738  .0357875
T 2077  1 .6462878E+07   1488000E+01 -.4566E+06 -.1836E+06   .9916570 -.0909318 -.0913666
T 2078  1 .6318414E+07   1488000E+01  .1000E+07  .5155E+05   .9981367  .0447090 -.0415228
T 2079  1 .5665007E+07   1488000E+01 -.1963E+06 -.2128E+06   .9998502 -.0172263 -.0016604
T 2080  1 .6521590E+07   1488000E+01  .5276E+06  .6417E+06   .9940526  .0815581  .0721638
T 2081  1 .6489865E+07   1488000E+01  .6224E+06 -.1521E+06   .9945441  .1002554  .0288233
T 2082  1 .6087832E+07   1488000E+01 -.2354E+06 -.1432E+06   .9993539 -.0352247 -.0071368
T 2083  1 .5752357E+07   1488000E+01  .1770E+06  .1775E+06   .9992766  .0259807 -.0277717
T 2084  1 .5817307E+07   1488000E+01 -.2238E+06 -.2157E+06   .9972241 -.0738846  .0092320
T 2085  1 .6516235E+07   1488000E+01  .1488E+06 -.5074E+06   .9979577  .0234856 -.0594047
T 2086  1 .6460341E+07   1488000E+01  .5336E+05  .1859E+06   .9996171  .0269718  .0061747
T 2087  1 .6637370E+07   1488000E+01  .8034E+05  .3882E+06   .9980757  .0011133  .0619979
T 2088  1 .6177599E+07   1488000E+01  .2692E+06 -.4078E+06   .9978344  .0453482 -.0476457
T 2089  1 .6809336E+07   1488000E+01  .4202E+06  .5044E+06   .9957607  .0330406  .0858430
T 2090  1 .6759753E+07   1488000E+01  .1384E+06  .2785E+06   .9985405  .0190907  .0505221
T 2091  1 .6027419E+07   1488000E+01  .3741E+06  .4998E+04   .9962793  .0859440 -.0064234
T 2092  1 .6733316E+07   1488000E+01  .4490E+04  .1844E+06   .9992631 -.0018255  .0383407
T 2093  1 .6609894E+07   1488000E+01  .2879E+06  .3101E+06   .9980592  .0401568  .0475954
T 2094  1 .6058709E+07   1488000E+01  .2466E+05  .3168E+06   .9991761 -.0040091  .0403872
T 2095  1 .6177724E+07   1488000E+01  .5519E+06  .7934E+05   .9848583  .0864414  .1502729
T 2096  1 .6904996E+07   1488000E+01  .4561E+06 -.7404E+06   .9981492 -.0155058 -.0588027
T 2097  1 .6195983E+07   1488000E+01 -.1044E+07 -.3682E+05   .9974432 -.0690592  .0183836
T 2098  1 .6354898E+07   1488000E+01 -.1278E+04  .2242E+06   .9979720  .0521918  .0364416
T 2099  1 .6596026E+07   1488000E+01 -.1218E+06 -.6137E+06   .9892800 -.0635537 -.1314766
T 2100  1 .6611177E+07   1488000E+01  .1932E+06  .1392E+06   .9966488 -.0758953 -.0305118
T 2101  1 .6833887E+07   1488000E+01 -.3826E+06  .1024E+07   .9963569 -.0278071  .0806203
T 2102  1 .6702853E+07   1488000E+01 -.9427E+05  .9627E+06   .9895894  .0027086  .1438939
T 2103  1 .6271125E+07   1488000E+01  .4446E+06  .3774E+06   .9956791  .0453134  .0810542
T 2104  1 .6837750E+07   1488000E+01  .5907E+06 -.6559E+05   .9962787  .0695397 -.0509205
T 2105  1 .6693983E+07   1488000E+01 -.5610E+05  .4907E+06   .9936830 -.0680570  .0892324
T 2106  1 .6104110E+07   1488000E+01  .1358E+06 -.3545E+06   .9998912  .0128156 -.0073088
T 2107  1 .6333908E+07   1488000E+01 -.1704E+06 -.3110E+06   .9981696 -.0604749  .0004631
T 2108  1 .6237587E+07   1488000E+01 -.4350E+06 -.3447E+06   .9897782 -.1114405 -.0889955
T 2109  1 .6339158E+07   1488000E+01 -.3714E+05 -.4629E+06   .9989569 -.0148756 -.0431724
T 2110  1 .6414696E+07   1488000E+01  .3981E+06 -.3644E+06   .9959561  .0698333 -.0565225
T 2111  1 .5770452E+07   1488000E+01 -.1222E+06 -.9474E+06   .9950341  .0391742 -.0915012
